movie,genre
tt0114500,Music
tt0114500,Documentary
tt0116130,Comedy
tt0113125,Documentary
tt0113756,Comedy
tt0113952,Drama
tt0118055,Drama
tt0118055,Romance
tt0115685,Comedy
tt0113200,Drama
tt0112585,Comedy
tt0112585,Drama
tt0112585,Romance
tt0112442,Action
tt0112442,Comedy
tt0112442,Crime
tt0112442,Thriller
tt0112342,Action
tt0112342,Adventure
tt0112342,Drama
tt0112342,Family
tt0112461,Drama
tt0112461,Crime
tt0112427,Romance
tt0112427,Drama
tt0112427,Comedy
tt0109093,Crime
tt0109093,Comedy
tt0109093,Drama
tt0109093,Thriller
tt0112384,Drama
tt0114287,Adventure
tt0112288,Drama
tt0112288,Horror
tt0112462,Action
tt0112462,Crime
tt0112462,Fantasy
tt0061395,Drama
tt0061395,Romance
tt0112495,Drama
tt0112495,Thriller
tt0112541,Comedy
tt0109370,Action
tt0109370,Comedy
tt0112642,Fantasy
tt0112642,Comedy
tt0112642,Family
tt0112688,Mystery
tt0112688,Crime
tt0112688,Drama
tt0112715,Action
tt0112715,Adventure
tt0112715,Drama
tt0112715,Mystery
tt0112715,Science_Fiction
tt0112715,Thriller
tt0112740,Action
tt0112740,Thriller
tt0112740,Drama
tt0109508,Documentary
tt0112851,Thriller
tt0112851,Action
tt0112851,Crime
tt0112857,Drama
tt0112857,Mystery
tt0112857,Thriller
tt0112864,Action
tt0112864,Thriller
tt0112887,Action
tt0112887,Comedy
tt0112887,Crime
tt0112887,Drama
tt0113044,Drama
tt0113044,Crime
tt0113071,Action
tt0113071,Adventure
tt0113071,Drama
tt0113071,Romance
tt0113114,Adventure
tt0113243,Action
tt0113243,Crime
tt0113243,Thriller
tt0113243,Drama
tt0113464,Comedy
tt0113464,Drama
tt0113464,Romance
tt0113481,Adventure
tt0113481,Action
tt0113481,Drama
tt0113481,Science_Fiction
tt0113481,Thriller
tt0113492,Science_Fiction
tt0113500,Comedy
tt0113500,Drama
tt0113540,Drama
tt0113540,Crime
tt0113677,Drama
tt0113677,Comedy
tt0113690,Mystery
tt0113690,Horror
tt0113690,Thriller
tt0107447,Comedy
tt0107447,Drama
tt0113729,Drama
tt0113729,Family
tt0113729,Romance
tt0113749,Romance
tt0113749,Comedy
tt0113820,Action
tt0113820,Adventure
tt0113820,Science_Fiction
tt0113820,Family
tt0113820,Fantasy
tt0113851,Comedy
tt0113851,Drama
tt0113851,Romance
tt0110604,Thriller
tt0110604,Foreign
tt0110620,Horror
tt0110620,Thriller
tt0113957,Crime
tt0113957,Drama
tt0113957,Mystery
tt0113957,Thriller
tt0113957,Action
tt0113986,Comedy
tt0114095,Comedy
tt0114194,Fantasy
tt0114194,Horror
tt0114194,Thriller
tt0114241,Fantasy
tt0114241,Comedy
tt0114241,Drama
tt0114323,Drama
tt0114345,Drama
tt0114345,History
tt0114345,Romance
tt0114435,Documentary
tt0114436,Drama
tt0114478,Comedy
tt0114478,Drama
tt0114496,Comedy
tt0114508,Science_Fiction
tt0114508,Horror
tt0114508,Action
tt0114534,Drama
tt0114558,Crime
tt0114558,Drama
tt0114558,Science_Fiction
tt0114558,Thriller
tt0058450,Drama
tt0058450,Romance
tt0114666,Thriller
tt0114663,Drama
tt0114663,Fantasy
tt0114702,Drama
tt0114702,Romance
tt0114682,Comedy
tt0114781,Action
tt0114781,Thriller
tt0114798,Comedy
tt0114798,Drama
tt0114798,Family
tt0114805,Documentary
tt0114887,Drama
tt0114887,Romance
tt0114898,Adventure
tt0114898,Action
tt0114928,Drama
tt0114938,Action
tt0114938,Western
tt0109340,Drama
tt0112602,Adventure
tt0112602,Action
tt0112602,Comedy
tt0112602,Crime
tt0112602,Family
tt0111579,Drama
tt0110882,Drama
tt0110882,War
tt0112471,Drama
tt0112471,Romance
tt0112508,Comedy
tt0112438,Drama
tt0112438,Thriller
tt0112571,Comedy
tt0112571,Drama
tt0112757,Drama
tt0112757,Family
tt0112643,Thriller
tt0112643,Drama
tt0112643,Horror
tt0112643,Mystery
tt0112679,Drama
tt0112679,Family
tt0112679,Romance
tt0109445,Comedy
tt0112883,Romance
tt0112883,Drama
tt0112883,Comedy
tt0109635,Drama
tt0109635,Thriller
tt0109635,Crime
tt0109635,Mystery
tt0109635,Romance
tt0112899,Thriller
tt0109676,Action
tt0109676,Adventure
tt0109676,Thriller
tt0112854,Crime
tt0112854,Comedy
tt0112854,Fantasy
tt0109579,Drama
tt0109579,Thriller
tt0109579,Mystery
tt0109642,Crime
tt0109642,Drama
tt0109642,Mystery
tt0109686,Comedy
tt0111797,Comedy
tt0111797,Drama
tt0111797,Romance
tt0109759,Drama
tt0109759,Mystery
tt0109758,Thriller
tt0109758,Comedy
tt0109758,Crime
tt0109758,Romance
tt0109707,Comedy
tt0109707,Drama
tt0109707,History
tt0113117,Comedy
tt0113117,Romance
tt0113097,Comedy
tt0113097,Drama
tt0113097,Romance
tt0113028,Action
tt0113028,Adventure
tt0113028,Drama
tt0113028,Family
tt0113198,Romance
tt0113198,Animation
tt0113198,Family
tt0113198,Comedy
tt0113198,Adventure
tt0113303,Drama
tt0113303,Thriller
tt0113089,Drama
tt0113089,Family
tt0113089,Fantasy
tt0109771,History
tt0109771,Drama
tt0113199,Drama
tt0113199,Family
tt0113199,Fantasy
tt0113234,Fantasy
tt0113234,Animation
tt0113234,Science_Fiction
tt0113234,Family
tt0109906,Drama
tt0109906,Action
tt0109906,Thriller
tt0109906,Crime
tt0110057,Documentary
tt0110005,Drama
tt0110005,Fantasy
tt0110066,Comedy
tt0110066,Family
tt0110116,Drama
tt0110116,Music
tt0110116,Romance
tt0110006,Comedy
tt0110006,Family
tt0110006,Drama
tt0113360,Action
tt0113360,Thriller
tt0110099,Comedy
tt0110099,Drama
tt0110099,Romance
tt0110148,Horror
tt0110148,Romance
tt0113463,Drama
tt0113463,Romance
tt0110189,Comedy
tt0110189,Crime
tt0110216,Comedy
tt0110216,Family
tt0110216,Romance
tt0113501,Action
tt0113501,Drama
tt0113501,Mystery
tt0113501,Thriller
tt0113538,Adventure
tt0113538,Fantasy
tt0113538,Comedy
tt0113538,Science_Fiction
tt0113538,Family
tt0113552,Action
tt0113552,Crime
tt0113552,Drama
tt0113552,Thriller
tt0076759,Adventure
tt0076759,Action
tt0076759,Science_Fiction
tt0110367,Drama
tt0110367,Romance
tt0113670,Drama
tt0113670,Family
tt0113670,Fantasy
tt0110296,Drama
tt0109731,Crime
tt0109731,Drama
tt0103994,Drama
tt0103994,Romance
tt0110322,Adventure
tt0110322,Drama
tt0110322,Romance
tt0110322,War
tt0110443,Adventure
tt0110443,Comedy
tt0110443,Family
tt0110365,Action
tt0110365,Drama
tt0107566,Crime
tt0107566,Drama
tt0110391,Drama
tt0110391,Romance
tt0113691,Drama
tt0110428,Comedy
tt0110428,Drama
tt0110428,History
tt0109836,Drama
tt0109836,Horror
tt0109836,Science_Fiction
tt0109836,Romance
tt0113755,Action
tt0113755,Comedy
tt0113755,Family
tt0110538,Comedy
tt0110538,Drama
tt0110538,Romance
tt0110516,Comedy
tt0110516,Romance
tt0110527,Fantasy
tt0110527,Drama
tt0110527,Family
tt0113808,Comedy
tt0113808,Romance
tt0113896,Comedy
tt0113896,Drama
tt0113870,Crime
tt0113870,Drama
tt0110684,Drama
tt0110684,Comedy
tt0110638,Drama
tt0110638,Thriller
tt0113967,Crime
tt0113967,Drama
tt0117169,Action
tt0117169,Thriller
tt0117169,Crime
tt0117169,Drama
tt0106402,Horror
tt0113948,Science_Fiction
tt0113948,Action
tt0113948,Thriller
tt0110671,Drama
tt0110671,Romance
tt0110632,Crime
tt0110632,Thriller
tt0110632,Drama
tt0110737,Comedy
tt0110737,Drama
tt0110737,Romance
tt0110729,Drama
tt0114151,Drama
tt0114151,Romance
tt0114151,Thriller
tt0114069,Action
tt0114069,Drama
tt0114069,Science_Fiction
tt0114069,Thriller
tt0110413,Thriller
tt0110413,Crime
tt0110413,Drama
tt0114113,Comedy
tt0114113,Drama
tt0114113,Romance
tt0114210,Comedy
tt0114210,Drama
tt0114210,Romance
tt0110912,Thriller
tt0110912,Crime
tt0114084,Drama
tt0105652,Comedy
tt0105652,Drama
tt0110889,Drama
tt0110889,Romance
tt0110932,History
tt0110932,Drama
tt0114129,Drama
tt0114129,History
tt0110963,Drama
tt0110963,History
tt0114214,Action
tt0114214,Western
tt0114296,Drama
tt0114296,Comedy
tt0110907,Drama
tt0110907,Comedy
tt0111495,Drama
tt0111495,Mystery
tt0111495,Romance
tt0108394,Drama
tt0108394,Music
tt0108394,Mystery
tt0111507,Comedy
tt0111507,Drama
tt0111507,Mystery
tt0110769,Drama
tt0114268,Comedy
tt0114268,Family
tt0114268,TV_Movie
tt0110965,Horror
tt0110965,Drama
tt0114571,Comedy
tt0114571,Drama
tt0111333,Animation
tt0111112,Drama
tt0111112,Family
tt0111112,Fantasy
tt0111255,Action
tt0111255,Thriller
tt0111282,Action
tt0111282,Adventure
tt0111282,Science_Fiction
tt0111070,Fantasy
tt0111070,Drama
tt0111070,Comedy
tt0111070,Family
tt0111161,Drama
tt0111161,Crime
tt0111149,Crime
tt0111149,Thriller
tt0108260,Drama
tt0108260,Thriller
tt0106966,Comedy
tt0106966,Drama
tt0114594,Crime
tt0114594,Comedy
tt0111309,Comedy
tt0111309,Drama
tt0111309,Romance
tt0113936,Comedy
tt0110081,Drama
tt0110081,Romance
tt0110081,War
tt0114614,Action
tt0114614,Comedy
tt0114614,Fantasy
tt0114614,Science_Fiction
tt0114608,Horror
tt0114608,Comedy
tt0114608,Thriller
tt0111280,Science_Fiction
tt0111280,Action
tt0111280,Adventure
tt0111280,Thriller
tt0114609,Crime
tt0114609,Horror
tt0114609,Thriller
tt0111454,Drama
tt0111454,Romance
tt0114852,Thriller
tt0114852,Horror
tt0114852,Science_Fiction
tt0114694,Comedy
tt0111590,Drama
tt0111590,Romance
tt0114788,Thriller
tt0114788,Crime
tt0114888,Drama
tt0114888,War
tt0108550,Romance
tt0108550,Drama
tt0114857,Action
tt0114857,Crime
tt0114857,Science_Fiction
tt0114857,Thriller
tt0114924,Comedy
tt0114924,Drama
tt0114924,Romance
tt0111667,Drama
tt0109655,Comedy
tt0109655,Romance
tt0110598,Drama
tt0110598,Comedy
tt0110598,Romance
tt0112435,Comedy
tt0112435,Drama
tt0112435,Family
tt0109040,Comedy
tt0109040,Mystery
tt0109045,Drama
tt0109045,Comedy
tt0106339,Drama
tt0106339,Music
tt0104779,Thriller
tt0104779,Drama
tt0104779,Romance
tt0109348,Action
tt0109348,Comedy
tt0109348,Thriller
tt0109444,Action
tt0109444,Drama
tt0109444,Thriller
tt0109446,Drama
tt0109446,Thriller
tt0109446,Crime
tt0109446,Mystery
tt0109484,Comedy
tt0109484,Drama
tt0109484,Family
tt0109484,Romance
tt0109504,Comedy
tt0109504,Drama
tt0109506,Fantasy
tt0109506,Action
tt0109506,Thriller
tt0109450,Drama
tt0109813,Fantasy
tt0109813,Comedy
tt0109813,Family
tt0109830,Comedy
tt0109830,Drama
tt0109830,Romance
tt0109831,Comedy
tt0109831,Drama
tt0109831,Romance
tt0113305,Romance
tt0113305,Drama
tt0113305,Crime
tt0110091,Comedy
tt0110091,Drama
tt0110091,Romance
tt0110093,Action
tt0110093,Comedy
tt0110093,Romance
tt0110167,Comedy
tt0110167,Drama
tt0110167,Romance
tt0110213,Adventure
tt0110213,Drama
tt0110213,Family
tt0107472,Documentary
tt0107472,Foreign
tt0110357,Family
tt0110357,Animation
tt0110357,Drama
tt0107426,Drama
tt0107426,History
tt0111686,Horror
tt0111686,Thriller
tt0111686,Mystery
tt0111686,Fantasy
tt0110475,Romance
tt0110475,Comedy
tt0110475,Crime
tt0110475,Fantasy
tt0110478,Action
tt0110478,Adventure
tt0110478,Comedy
tt0110478,Drama
tt0110478,Western
tt0110588,Drama
tt0110622,Comedy
tt0110622,Crime
tt0110771,Comedy
tt0110771,Drama
tt0110950,Drama
tt0105226,Crime
tt0105226,Drama
tt0105226,Thriller
tt0110989,Comedy
tt0110989,Family
tt0111054,Drama
tt0110997,Action
tt0110997,Adventure
tt0110997,Crime
tt0110997,Thriller
tt0111257,Action
tt0111257,Adventure
tt0111257,Crime
tt0111256,Comedy
tt0111256,Romance
tt0111438,Thriller
tt0111438,Science_Fiction
tt0111438,Action
tt0111438,Crime
tt0111503,Action
tt0111503,Thriller
tt0111693,Drama
tt0111693,Romance
tt0111742,Fantasy
tt0111756,Drama
tt0111756,Action
tt0111756,Western
tt0112443,Action
tt0112443,Crime
tt0112443,Romance
tt0112443,Thriller
tt0110455,Comedy
tt0110455,Drama
tt0111048,Comedy
tt0111048,Drama
tt0110399,Action
tt0110399,Comedy
tt0110399,Crime
tt0112570,Drama
tt0109454,Drama
tt0059170,Action
tt0059170,Crime
tt0110186,Crime
tt0110186,Drama
tt0110186,Romance
tt0108069,Animation
tt0108069,Science_Fiction
tt0111301,Action
tt0111301,Adventure
tt0111301,Thriller
tt0112702,Action
tt0112702,Comedy
tt0113014,Action
tt0113014,Adventure
tt0113014,Crime
tt0113014,Drama
tt0113014,Thriller
tt0113043,Horror
tt0113043,Thriller
tt0113104,Documentary
tt0113173,Romance
tt0113173,Adventure
tt0113173,Crime
tt0113173,Drama
tt0113319,Thriller
tt0113319,Drama
tt0113827,Action
tt0113827,Thriller
tt0114047,Comedy
tt0109339,Documentary
tt0110027,Action
tt0110027,Fantasy
tt0110027,Science_Fiction
tt0113409,Horror
tt0113409,Mystery
tt0113409,Thriller
tt0109021,Drama
tt0109021,Romance
tt0109035,Crime
tt0109035,Drama
tt0106220,Comedy
tt0106220,Family
tt0106220,Fantasy
tt0111804,Comedy
tt0106226,Drama
tt0106226,Romance
tt0109068,Comedy
tt0109068,Crime
tt0109068,Music
tt0109067,Comedy
tt0109067,Family
tt0106292,Action
tt0106292,Comedy
tt0109198,Action
tt0109198,Adventure
tt0109198,Comedy
tt0109198,Drama
tt0109198,Western
tt0109219,Comedy
tt0109219,Drama
tt0109219,Romance
tt0106379,Drama
tt0106379,Comedy
tt0106379,Fantasy
tt0106400,Comedy
tt0109254,Action
tt0109254,Comedy
tt0109254,Crime
tt0109279,Action
tt0109279,Adventure
tt0109279,Drama
tt0109279,Family
tt0109297,Mystery
tt0109297,Crime
tt0109297,Drama
tt0109297,Thriller
tt0109303,Drama
tt0109303,Action
tt0109303,Thriller
tt0109305,Drama
tt0109306,Drama
tt0109306,Romance
tt0106452,Horror
tt0106452,Science_Fiction
tt0106452,Thriller
tt0106471,Drama
tt0106471,Romance
tt0106489,Drama
tt0106489,Crime
tt0109361,Comedy
tt0106505,Drama
tt0106505,Comedy
tt0106519,Action
tt0106519,Crime
tt0106519,Drama
tt0106519,Thriller
tt0109439,Action
tt0109439,Comedy
tt0109439,Drama
tt0109439,Western
tt0109443,Comedy
tt0109443,Thriller
tt0109443,Mystery
tt0106582,Action
tt0106582,Adventure
tt0106582,Thriller
tt0106598,Comedy
tt0106598,Science_Fiction
tt0106598,Family
tt0109456,Drama
tt0109456,Mystery
tt0109456,Romance
tt0109456,Thriller
tt0109480,Action
tt0109480,Comedy
tt0109480,Family
tt0109493,Western
tt0109493,Action
tt0109493,Comedy
tt0106660,Drama
tt0106673,Comedy
tt0106677,Comedy
tt0106677,Drama
tt0106697,Crime
tt0106697,Action
tt0106697,Science_Fiction
tt0109729,Documentary
tt0106834,Western
tt0106834,Drama
tt0106834,Comedy
tt0106834,Romance
tt0106873,Comedy
tt0106332,Drama
tt0109783,Drama
tt0109783,Comedy
tt0109783,Romance
tt0106881,Drama
tt0106880,Comedy
tt0111732,Comedy
tt0111732,Drama
tt0106926,Drama
tt0106926,Mystery
tt0106926,Romance
tt0111712,Comedy
tt0111712,Thriller
tt0111712,Mystery
tt0111712,Romance
tt0111712,Foreign
tt0106941,Comedy
tt0106941,Romance
tt0106918,Drama
tt0106918,Mystery
tt0106918,Thriller
tt0106965,Family
tt0106965,Adventure
tt0109842,Crime
tt0109842,Drama
tt0109842,Thriller
tt0106977,Adventure
tt0106977,Action
tt0106977,Thriller
tt0106977,Crime
tt0106977,Mystery
tt0107004,History
tt0107004,Action
tt0107004,Drama
tt0107004,Western
tt0109890,Drama
tt0109890,Action
tt0109890,Thriller
tt0109891,Family
tt0109891,Comedy
tt0109891,Crime
tt0109913,Drama
tt0109913,Romance
tt0109920,Comedy
tt0109920,Drama
tt0107057,Drama
tt0107057,Thriller
tt0107076,Action
tt0107076,Adventure
tt0107076,Crime
tt0107076,Thriller
tt0107096,History
tt0107096,War
tt0107096,Action
tt0107096,Drama
tt0107144,Action
tt0107144,Comedy
tt0107144,War
tt0113674,Comedy
tt0112966,Drama
tt0112966,Comedy
tt0112966,Romance
tt0107151,Romance
tt0107151,Drama
tt0110064,Comedy
tt0110074,Comedy
tt0110074,Drama
tt0110097,Comedy
tt0110097,Drama
tt0110123,Comedy
tt0107206,Action
tt0107206,Drama
tt0107206,Thriller
tt0107206,Crime
tt0107206,Mystery
tt0107207,Drama
tt0110137,Comedy
tt0110137,Drama
tt0110137,Romance
tt0108551,Drama
tt0108551,Music
tt0110197,Comedy
tt0107286,Action
tt0107286,Thriller
tt0107286,Crime
tt0107290,Adventure
tt0107290,Science_Fiction
tt0107302,Thriller
tt0107302,Crime
tt0110265,Action
tt0110265,Crime
tt0110265,Drama
tt0110265,Thriller
tt0107322,Drama
tt0110305,Action
tt0110305,Adventure
tt0110305,Drama
tt0110305,Family
tt0107362,Adventure
tt0107362,Fantasy
tt0107362,Action
tt0107362,Comedy
tt0107362,Family
tt0107413,Comedy
tt0107413,Family
tt0110353,Action
tt0110353,Comedy
tt0110353,Western
tt0107468,Drama
tt0107468,Romance
tt0107478,Comedy
tt0107497,Drama
tt0107497,Crime
tt0107501,Drama
tt0107507,Comedy
tt0107507,Mystery
tt0107554,Drama
tt0107554,Action
tt0107554,Crime
tt0116253,Action
tt0116253,Adventure
tt0116253,Drama
tt0116253,Thriller
tt0074102,Drama
tt0074102,Romance
tt0111689,Thriller
tt0111689,Comedy
tt0111689,Drama
tt0111689,Romance
tt0107616,Drama
tt0107616,Comedy
tt0107616,Romance
tt0107611,Drama
tt0107611,Romance
tt0107613,Comedy
tt0107613,Romance
tt0107614,Comedy
tt0107614,Drama
tt0107614,Family
tt0107653,Comedy
tt0107653,Drama
tt0110657,Adventure
tt0110649,Comedy
tt0110649,Drama
tt0110678,Action
tt0110678,Drama
tt0110678,Science_Fiction
tt0110678,Thriller
tt0110687,Comedy
tt0110687,Drama
tt0110687,Family
tt0110687,Fantasy
tt0110687,Science_Fiction
tt0107756,Romance
tt0107756,Drama
tt0107756,Fantasy
tt0107808,Crime
tt0107808,Drama
tt0107808,Thriller
tt0107818,Drama
tt0107822,Drama
tt0107822,Romance
tt0107840,Drama
tt0107840,Romance
tt0107889,Drama
tt0111003,Horror
tt0111003,Science_Fiction
tt0111003,Thriller
tt0110939,Comedy
tt0110939,Crime
tt0110939,Drama
tt0110939,Music
tt0110939,Mystery
tt0110939,Romance
tt0110955,Comedy
tt0107943,Drama
tt0107943,Romance
tt0110971,Comedy
tt0110971,War
tt0107969,Action
tt0107969,Drama
tt0107969,Thriller
tt0111001,Comedy
tt0111001,Romance
tt0107978,Action
tt0107978,Adventure
tt0107978,Crime
tt0107978,Science_Fiction
tt0107978,Thriller
tt0107977,Comedy
tt0107983,Action
tt0107983,Crime
tt0107983,Drama
tt0107983,Thriller
tt0105275,Action
tt0105275,Drama
tt0105275,Thriller
tt0108000,Drama
tt0108000,Romance
tt0108002,Drama
tt0108026,Drama
tt0105032,Drama
tt0108052,Drama
tt0108052,History
tt0108052,War
tt0111094,Comedy
tt0111094,Drama
tt0108065,Drama
tt0111102,Drama
tt0108071,Drama
tt0108071,Family
tt0108071,Fantasy
tt0111127,Comedy
tt0111127,Crime
tt0111127,Horror
tt0111127,Thriller
tt0111143,Adventure
tt0111143,Fantasy
tt0111143,Action
tt0111143,Thriller
tt0111143,Science_Fiction
tt0108101,Drama
tt0108101,Romance
tt0108122,Comedy
tt0108122,Drama
tt0111194,Drama
tt0111194,Family
tt0111201,Comedy
tt0111201,Drama
tt0108149,Mystery
tt0108149,Drama
tt0108149,Comedy
tt0108160,Comedy
tt0108160,Drama
tt0108160,Romance
tt0108162,Drama
tt0108162,Thriller
tt0083658,Science_Fiction
tt0083658,Drama
tt0083658,Thriller
tt0108186,Comedy
tt0108186,Drama
tt0108186,Romance
tt0108174,Comedy
tt0108174,Crime
tt0108174,Romance
tt0108238,Crime
tt0108238,Action
tt0108238,Mystery
tt0108238,Thriller
tt0089256,History
tt0089256,Drama
tt0089256,Romance
tt0108255,Adventure
tt0108255,Comedy
tt0108255,Family
tt0108255,Fantasy
tt0111323,Action
tt0111323,Adventure
tt0111323,Thriller
tt0111323,Crime
tt0111400,Action
tt0111400,Thriller
tt0108328,Drama
tt0108328,Music
tt0111418,Comedy
tt0111418,Drama
tt0111418,Family
tt0111418,Romance
tt0107688,Fantasy
tt0107688,Animation
tt0107688,Family
tt0108333,Action
tt0108333,Adventure
tt0108333,Comedy
tt0108358,Action
tt0108358,Adventure
tt0108358,Drama
tt0108358,History
tt0108358,Western
tt0111488,Drama
tt0111488,Action
tt0111488,Thriller
tt0108399,Action
tt0108399,Thriller
tt0108399,Crime
tt0108399,Romance
tt0108515,Documentary
