genre_1,genre_2,release_year,count
Science_Fiction,Thriller,1940,1
Drama,Fantasy,1948,3
Fantasy,Romance,1948,5
Drama,Science_Fiction,1920,1
Horror,Science_Fiction,1920,2
Science_Fiction,Thriller,1920,1
Action,Adventure,1920,2
Action,History,1920,1
Adventure,Drama,1920,2
Adventure,History,1920,1
Drama,History,1920,1
Drama,Fantasy,1921,2
Drama,Horror,1921,2
Fantasy,Horror,1921,1
Drama,Thriller,1921,1
Fantasy,Thriller,1921,1
Action,Adventure,1921,3
Action,Drama,1921,1
Action,Romance,1921,2
Adventure,Drama,1921,1
Adventure,Romance,1921,2
Drama,Romance,1921,4
Drama,Horror,1923,3
Adventure,Comedy,1923,1
Drama,Romance,1924,3
Drama,Thriller,1924,1
Romance,Thriller,1924,1
Comedy,Drama,1924,2
Comedy,Fantasy,1924,2
Comedy,Mystery,1924,1
Drama,Mystery,1924,1
Fantasy,Mystery,1924,1
Drama,War,1925,2
Romance,War,1925,2
Drama,History,1924,1
Drama,Horror,1925,1
Drama,Music,1927,1
Documentary,Drama,1928,1
History,Romance,1927,2
Drama,Horror,1927,3
Horror,Romance,1927,1
Romance,Thriller,1929,1
Drama,Horror,1928,3
Drama,Romance,1928,14
Action,Comedy,1928,1
Drama,Music,1930,5
Drama,Fantasy,1929,1
Comedy,Drama,1930,12
Comedy,Romance,1930,16
Comedy,Music,1931,4
Drama,Mystery,1931,3
Drama,History,1932,4
Action,Adventure,1932,3
Action,Crime,1932,2
Action,Drama,1932,3
Action,Thriller,1932,3
Adventure,Crime,1932,1
Adventure,Drama,1932,2
Drama,Thriller,1932,2
Comedy,Drama,1932,18
Action,Mystery,1933,3
Action,Romance,1933,3
Drama,Mystery,1933,5
Horror,Romance,1933,1
Mystery,Romance,1933,1
Adventure,Science_Fiction,1932,2
Horror,Science_Fiction,1932,2
Action,Science_Fiction,1933,2
Adventure,Science_Fiction,1933,2
Action,Western,1934,9
Action,War,1934,1
Comedy,Drama,1934,12
Action,Adventure,1934,7
Action,Drama,1934,6
Adventure,Drama,1934,8
Horror,Mystery,1935,3
Crime,Horror,1935,2
Drama,Fantasy,1935,2
Drama,Horror,1935,3
Fantasy,Horror,1935,2
Crime,Drama,1936,12
Crime,Romance,1936,3
Crime,Thriller,1936,7
Drama,Thriller,1936,4
Romance,Thriller,1936,2
Adventure,Romance,1937,4
Comedy,Fantasy,1937,3
Fantasy,Romance,1937,1
Action,War,1938,1
Romance,War,1938,1
Drama,Fantasy,1939,2
Fantasy,History,1939,1
Fantasy,Romance,1939,1
Action,Comedy,1940,3
Action,Crime,1940,1
Action,Thriller,1940,2
Comedy,Crime,1940,9
Comedy,Thriller,1940,7
Crime,Romance,1940,4
Drama,History,1941,3
Fantasy,Romance,1941,3
Adventure,Romance,1942,3
Adventure,War,1942,2
Comedy,Crime,1941,4
Comedy,War,1941,1
Crime,War,1941,1
Drama,War,1941,11
Thriller,War,1941,3
Documentary,History,1942,1
Documentary,War,1942,2
History,War,1942,2
Comedy,Fantasy,1943,2
Comedy,Science_Fiction,1943,1
Drama,Fantasy,1943,2
Drama,Science_Fiction,1943,1
Fantasy,Romance,1943,2
Romance,Science_Fiction,1943,1
Action,History,1944,1
Drama,History,1944,6
Comedy,War,1944,5
Adventure,History,1944,1
Drama,Music,1948,3
Action,Romance,1948,6
Adventure,Romance,1948,4
Crime,Western,1948,1
Drama,Fantasy,1950,1
Action,Comedy,1950,1
Action,Music,1950,1
Action,Romance,1950,4
Action,Western,1950,7
Music,Romance,1950,11
Romance,Western,1950,4
Action,Adventure,1950,5
Adventure,Romance,1950,5
Crime,Drama,1952,19
Comedy,Western,1952,1
Comedy,Horror,1953,1
Comedy,Science_Fiction,1953,4
Adventure,Western,1953,3
Crime,Western,1953,1
History,Romance,1953,3
Documentary,History,1955,1
Documentary,War,1955,1
Adventure,Drama,1955,7
Music,War,1956,1
Drama,Mystery,1958,2
Crime,Horror,1958,2
Action,Crime,1958,4
Crime,History,1958,1
Adventure,History,1958,2
Adventure,Romance,1958,2
History,Romance,1958,2
Action,Crime,1959,3
Adventure,Crime,1959,2
Adventure,Western,1961,2
Comedy,Crime,1961,3
Comedy,Mystery,1961,1
Crime,Mystery,1961,3
Drama,Mystery,1961,5
History,War,1961,4
Comedy,War,1963,3
Crime,Horror,1964,1
Horror,Mystery,1964,2
Crime,Music,1964,2
Drama,Science_Fiction,1964,1
Animation,Comedy,1965,2
Animation,Family,1965,2
Animation,TV_Movie,1965,1
Comedy,TV_Movie,1965,1
Family,TV_Movie,1965,1
War,Western,1965,1
Thriller,War,1964,2
Adventure,Crime,1966,9
Crime,Family,1966,1
Crime,Science_Fiction,1966,5
Animation,Comedy,1967,2
Documentary,Music,1967,2
Mystery,Romance,1968,1
Crime,History,1967,1
Animation,Comedy,1968,2
Adventure,Crime,1968,4
Comedy,Crime,1968,11
History,Romance,1966,1
Foreign,Romance,1969,3
Science_Fiction,Thriller,1970,2
Crime,Romance,1969,3
Comedy,Fantasy,1970,5
Action,Crime,1970,6
Action,Science_Fiction,1970,2
Drama,Horror,1970,10
Horror,Romance,1970,1
Horror,Thriller,1970,12
Action,Family,1970,1
Action,Romance,1970,2
Family,Romance,1970,2
Crime,Music,1970,1
Drama,Music,1970,7
Drama,Western,1971,6
Romance,War,1971,2
Romance,Western,1971,1
War,Western,1971,1
Action,TV_Movie,1972,1
TV_Movie,Thriller,1972,2
Comedy,TV_Movie,1972,1
TV_Movie,Western,1972,1
Action,Foreign,1971,4
Drama,Foreign,1971,8
Foreign,War,1971,1
Action,Romance,1971,2
Comedy,Mystery,1972,4
Comedy,Thriller,1973,4
Horror,TV_Movie,1974,3
Action,History,1973,3
History,Thriller,1973,1
Comedy,Western,1973,6
Horror,Science_Fiction,1974,3
Comedy,Horror,1973,7
Comedy,Mystery,1974,4
Documentary,Foreign,1974,2
Documentary,War,1974,3
Foreign,War,1974,1
Music,Science_Fiction,1974,1
Crime,Romance,1974,1
Drama,Family,1975,6
Adventure,Animation,1976,1
Adventure,Comedy,1976,5
Animation,Family,1976,2
History,Romance,1975,3
History,Romance,1976,2
Science_Fiction,Thriller,1976,3
Adventure,History,1977,2
Crime,Romance,1976,1
Romance,Thriller,1976,2
Documentary,Music,1977,2
Comedy,Music,1977,3
Crime,Horror,1978,2
Music,Romance,1977,2
Science_Fiction,Thriller,1977,5
Comedy,History,1979,1
History,Music,1979,1
Action,Foreign,1978,9
Drama,Foreign,1978,8
Animation,Romance,1981,1
Action,TV_Movie,1982,1
Drama,TV_Movie,1982,3
Romance,TV_Movie,1982,1
Animation,Drama,1983,1
Animation,War,1983,1
Crime,Science_Fiction,1983,1
Drama,Science_Fiction,1983,8
Adventure,Crime,1983,5
Science_Fiction,TV_Movie,1983,1
Action,Animation,1983,2
Adventure,Animation,1983,2
Family,Foreign,1983,1
Foreign,Romance,1983,1
Drama,Fantasy,1983,6
Fantasy,Horror,1983,4
Crime,Mystery,1983,4
Drama,Mystery,1983,5
Mystery,Romance,1983,1
Drama,TV_Movie,1984,4
Family,TV_Movie,1984,1
Fantasy,TV_Movie,1984,1
Action,Family,1984,2
Adventure,TV_Movie,1985,2
Family,TV_Movie,1985,1
Fantasy,TV_Movie,1985,1
Science_Fiction,TV_Movie,1985,1
Action,TV_Movie,1985,1
Drama,TV_Movie,1985,2
Action,Animation,1987,4
Animation,Thriller,1987,2
Fantasy,Music,1988,1
Animation,Horror,1988,1
Crime,Horror,1988,5
Drama,Foreign,1989,8
Fantasy,Thriller,1989,1
Comedy,Music,1990,1
Crime,History,1990,1
Crime,Documentary,1990,1
Documentary,Drama,1990,2
Action,Animation,1989,5
Animation,Science_Fiction,1989,5
Documentary,Foreign,1991,1
Crime,Science_Fiction,1991,1
Animation,Drama,1991,1
Action,Western,1990,1
Romance,Western,1990,1
History,Romance,1991,3
Crime,TV_Movie,1992,3
Drama,TV_Movie,1992,8
Documentary,Foreign,1992,1
Science_Fiction,War,1990,1
Action,Foreign,1993,4
Adventure,Foreign,1993,1
Mystery,War,1993,1
Documentary,Music,1993,1
Adventure,Music,1994,1
Adventure,Horror,1994,1
Animation,Mystery,1994,2
Animation,Thriller,1994,1
Action,Foreign,1995,3
Crime,Foreign,1995,1
Adventure,Western,1995,3
Mystery,Western,1995,1
Thriller,Western,1995,1
Action,Animation,1994,6
History,Horror,1993,1
Comedy,TV_Movie,1996,5
Romance,TV_Movie,1996,4
Crime,Horror,1999,3
Action,Foreign,1996,2
Crime,Foreign,1996,1
Comedy,TV_Movie,1997,3
Drama,TV_Movie,1997,7
Animation,Crime,1998,2
Science_Fiction,TV_Movie,1998,1
Comedy,TV_Movie,1998,3
Family,TV_Movie,1998,2
Family,Thriller,1998,1
Fantasy,TV_Movie,1998,3
TV_Movie,Thriller,1998,3
Fantasy,Western,1999,1
Drama,Horror,1999,5
Crime,Fantasy,2001,1
Crime,Science_Fiction,2001,1
Animation,Drama,1997,2
Animation,Science_Fiction,1997,4
Documentary,Music,1983,3
Documentary,TV_Movie,1983,1
Music,TV_Movie,1983,1
Foreign,Horror,2000,5
Family,Mystery,2000,2
Mystery,Romance,2000,1
Drama,Western,2002,2
Foreign,History,2002,1
Foreign,Western,2002,1
History,Western,2002,1
Foreign,Thriller,1999,9
Action,Animation,1999,6
History,TV_Movie,2001,3
TV_Movie,War,2001,1
Animation,Thriller,2000,2
Documentary,Romance,2001,1
Action,Foreign,2002,18
Foreign,Horror,2002,5
Family,Foreign,2002,1
Foreign,Mystery,2004,4
Action,Adventure,2005,42
Action,Science_Fiction,2005,20
Action,Thriller,2005,65
Adventure,Science_Fiction,2005,12
Adventure,Thriller,2005,20
Science_Fiction,Thriller,2005,17
Action,Western,2004,1
Comedy,Western,2004,2
Horror,Western,2004,2
Drama,Western,2003,3
History,Western,2003,1
War,Western,2003,1
Animation,Drama,2002,3
Adventure,Horror,2003,2
Comedy,History,2003,1
Comedy,War,2003,1
Action,Foreign,2003,7
Foreign,Horror,2003,6
Foreign,Science_Fiction,2003,2
Drama,Fantasy,2005,21
Drama,Mystery,2005,38
Drama,Thriller,2005,109
Fantasy,Mystery,2005,1
Fantasy,Thriller,2005,11
Mystery,Thriller,2005,35
Comedy,Crime,2005,22
Comedy,Drama,2005,148
Crime,Drama,2005,73
Fantasy,Music,2003,3
Animation,Music,2003,1
Music,Science_Fiction,2003,1
History,Music,2003,1
Crime,Thriller,2005,43
Drama,Horror,2005,22
Horror,Thriller,2005,54
Documentary,Foreign,2003,4
Drama,TV_Movie,2004,10
Action,Comedy,2005,31
Comedy,Science_Fiction,2005,13
Animation,Science_Fiction,2006,19
Animation,Thriller,2006,4
Science_Fiction,Thriller,2006,25
Action,Drama,2005,67
Action,War,2005,8
Drama,War,2005,14
Thriller,War,2005,2
Comedy,History,1965,3
Action,Crime,1952,1
Action,Mystery,1952,1
Action,Thriller,1952,2
Crime,Mystery,1952,3
Crime,Thriller,1952,8
Drama,Mystery,1952,5
Mystery,Thriller,1952,4
Adventure,Comedy,2005,14
Adventure,Family,2005,18
Adventure,Fantasy,2005,20
Comedy,Family,2005,41
Comedy,Fantasy,2005,21
Family,Fantasy,2005,14
Music,Thriller,2004,1
History,Thriller,2004,1
Action,Adventure,1945,4
Drama,Western,1959,3
Family,Romance,1980,2
Comedy,Family,1934,3
Drama,TV_Movie,1990,7
Horror,Music,1990,2
Horror,Romance,1990,3
Horror,TV_Movie,1990,4
Music,TV_Movie,1990,2
Romance,TV_Movie,1990,2
Action,Drama,1930,3
Action,History,1930,1
Drama,History,1930,2
History,War,1996,2
Action,Drama,1941,4
Action,History,1941,1
Action,War,1941,2
History,War,1941,2
Horror,War,2002,1
Thriller,War,2002,1
Animation,Science_Fiction,1977,3
Comedy,Horror,1951,1
Comedy,Fantasy,1953,1
Fantasy,Science_Fiction,1953,2
Comedy,Horror,1949,1
Action,Fantasy,2005,19
History,War,1944,2
Music,Romance,1976,2
Comedy,Mystery,1942,5
Comedy,Fantasy,1942,1
Comedy,Horror,1942,2
Adventure,Science_Fiction,1965,4
Adventure,Romance,2005,3
Comedy,Romance,2005,99
Family,Romance,2005,9
Action,Horror,2005,12
Fantasy,Horror,2005,11
Horror,Mystery,2005,14
Action,Documentary,2005,3
Documentary,Science_Fiction,2005,1
Crime,Horror,1965,1
Adventure,Western,1966,3
Documentary,War,1992,1
Documentary,Foreign,1971,2
Crime,Romance,1952,3
Crime,Foreign,1998,3
Action,History,1961,1
History,Romance,1961,1
Romance,War,1961,2
Romance,Thriller,1953,3
Action,Romance,1999,4
Adventure,Romance,1999,2
Drama,Romance,2005,140
Animation,Family,2005,29
Documentary,History,2005,4
Drama,Family,2005,31
Family,Romance,1973,3
Fantasy,Mystery,1941,1
Action,Comedy,1933,2
Crime,Fantasy,2004,1
Horror,Mystery,1992,4
Adventure,Comedy,1973,2
Adventure,Romance,1975,2
Crime,Romance,1945,2
Mystery,Romance,1945,2
Horror,Mystery,1957,2
Comedy,Music,1932,2
Music,Romance,1932,2
Comedy,Horror,2005,16
Comedy,Foreign,2004,14
Action,Family,2005,4
Comedy,Thriller,2005,16
Family,Thriller,2005,4
Documentary,History,2004,7
Crime,Mystery,2005,14
Animation,Comedy,2005,11
Animation,Science_Fiction,2005,10
Family,Science_Fiction,2005,9
Comedy,Horror,1927,1
Comedy,Mystery,1927,1
Comedy,Thriller,1927,1
Drama,Mystery,1927,1
Horror,Mystery,1927,1
Horror,Thriller,1927,1
Mystery,Thriller,1927,1
Action,Foreign,1966,2
Fantasy,Foreign,1966,1
Foreign,Science_Fiction,1966,1
Fantasy,Foreign,1993,2
Foreign,Science_Fiction,1993,2
Drama,TV_Movie,1971,2
Adventure,Drama,2005,26
Comedy,Music,1943,10
Drama,Music,1931,2
Action,Romance,1935,4
History,Thriller,1966,1
Music,Romance,1960,4
Family,Romance,1968,2
Fantasy,Romance,1968,2
Documentary,Drama,1997,1
History,Western,1987,1
Action,Mystery,1983,1
Comedy,Mystery,1983,3
Action,Romance,1965,3
Action,Science_Fiction,1965,4
Adventure,Romance,1965,3
Romance,Science_Fiction,1965,1
Action,Crime,2005,41
Action,Mystery,2005,8
Adventure,Mystery,2005,5
Comedy,Mystery,2005,6
Documentary,Music,1985,3
Romance,War,1977,1
Animation,Drama,1987,2
Drama,Horror,1976,7
Documentary,War,1988,1
Documentary,Foreign,1969,1
Documentary,History,1969,1
Documentary,War,1969,2
Foreign,History,1969,3
Foreign,War,1969,1
Drama,Music,1955,5
Adventure,Fantasy,1902,2
Adventure,Science_Fiction,1902,1
Fantasy,Science_Fiction,1902,1
Horror,TV_Movie,2002,2
Fantasy,Romance,1962,1
Action,TV_Movie,2004,3
Comedy,TV_Movie,2004,6
Horror,TV_Movie,2004,3
Science_Fiction,TV_Movie,2004,4
TV_Movie,Thriller,2004,3
Crime,History,1978,2
Comedy,History,1998,1
Foreign,History,1998,2
History,Music,1944,1
History,Romance,1944,1
Adventure,Crime,1975,3
Adventure,Mystery,1975,2
Drama,TV_Movie,2003,8
Romance,TV_Movie,2003,3
Romance,Western,2003,2
TV_Movie,Western,2003,2
Comedy,Fantasy,1951,2
Adventure,Crime,2005,7
Action,History,2005,9
Adventure,History,2005,2
Adventure,War,2005,3
Drama,History,2005,22
History,War,2005,10
History,Music,1968,1
History,Romance,1968,1
Comedy,Fantasy,1939,1
Comedy,Family,1943,2
Animation,Horror,1985,3
History,Thriller,2001,1
Romance,TV_Movie,2001,2
TV_Movie,Thriller,2001,3
Action,Thriller,1948,3
Romance,Thriller,1948,4
Documentary,Music,2005,11
Crime,Romance,2005,7
Comedy,Music,1939,2
Drama,Music,1939,6
Drama,Fantasy,1934,2
Fantasy,Romance,1934,2
Comedy,Science_Fiction,1940,1
Romance,Science_Fiction,1940,1
Comedy,Music,1938,5
Drama,Horror,1944,2
Fantasy,Mystery,1944,1
Horror,Mystery,1944,2
Action,History,1943,2
Documentary,Family,2005,2
History,Romance,2005,5
Action,Music,2005,1
Drama,Foreign,2005,57
Foreign,Romance,2005,23
Action,TV_Movie,1993,4
Science_Fiction,TV_Movie,1993,1
History,Romance,1951,1
Fantasy,Romance,2005,12
Comedy,Documentary,2001,2
Horror,Romance,2004,2
Horror,Science_Fiction,2005,16
Crime,Drama,1935,11
Action,Romance,1974,1
Music,Romance,1940,5
Drama,Horror,1971,11
Horror,Science_Fiction,1971,8
Documentary,Drama,2005,5
History,War,1991,2
Fantasy,Science_Fiction,2005,12
History,Thriller,1975,1
Family,Thriller,1994,1
Action,Foreign,1979,6
Drama,Science_Fiction,1970,2
Adventure,Western,1952,2
Crime,Horror,2005,2
Comedy,Documentary,2005,5
Mystery,Romance,2005,3
Horror,Mystery,1967,6
Action,Foreign,2005,17
Crime,Foreign,2005,7
Foreign,Thriller,2005,18
Romance,Thriller,2005,12
Comedy,TV_Movie,2005,6
Drama,TV_Movie,2005,12
Romance,TV_Movie,2005,2
Action,Horror,1975,1
Adventure,War,2001,2
Comedy,Mystery,1940,7
Animation,Comedy,1954,3
Animation,Drama,1954,1
Documentary,War,1972,1
Comedy,TV_Movie,1991,1
Fantasy,Mystery,1991,2
Fantasy,TV_Movie,1991,1
Horror,TV_Movie,1991,1
Mystery,TV_Movie,1991,1
Mystery,Romance,1952,3
Action,Romance,2005,7
Adventure,Animation,2005,11
Comedy,Western,1943,2
Romance,Western,1943,2
Horror,War,1942,1
Adventure,Horror,2005,7
History,Romance,1937,5
Romance,Western,1967,3
Comedy,Documentary,1971,1
Comedy,Science_Fiction,1971,1
Documentary,Fantasy,1971,1
Documentary,Music,1971,2
Documentary,Science_Fiction,1971,1
Fantasy,Science_Fiction,1971,2
Music,Science_Fiction,1971,1
Comedy,Foreign,1984,1
Foreign,Horror,1984,3
Animation,Fantasy,2005,9
Animation,Music,2005,1
Animation,Romance,2005,2
Fantasy,Music,2005,4
Music,Romance,2005,14
Crime,Family,2005,1
History,Music,1939,1
Music,Romance,1939,3
Action,Animation,2005,7
Comedy,Music,2005,10
Drama,Music,2005,17
Drama,History,1950,3
Crime,Science_Fiction,1986,2
Horror,Romance,1986,1
Romance,Science_Fiction,1986,2
Action,TV_Movie,1990,2
TV_Movie,Thriller,1990,3
Action,History,1963,1
Drama,Mystery,1934,4
Mystery,Romance,1934,3
Family,Music,1959,1
Action,Western,2005,1
Adventure,Western,2005,3
Crime,Western,2005,2
Drama,Western,2005,3
Thriller,Western,2005,1
Comedy,War,2004,2
Drama,Science_Fiction,2005,16
Action,War,1954,4
Romance,War,1954,3
Adventure,Animation,1926,1
Adventure,Fantasy,1926,1
Animation,Drama,1926,1
Animation,Fantasy,1926,1
History,Music,2005,1
Music,War,2005,1
Romance,War,2005,1
Mystery,Science_Fiction,1967,1
Science_Fiction,Thriller,1967,1
Action,Foreign,1965,7
Horror,Mystery,1970,7
Adventure,Mystery,1977,1
Comedy,History,1948,1
Comedy,War,1948,1
History,Romance,1967,3
Drama,Western,1941,3
Romance,War,1941,4
Romance,Western,1941,3
War,Western,1941,1
Mystery,Western,2005,1
Drama,Family,1953,4
Family,Romance,1953,2
History,Thriller,2005,3
Family,History,2005,1
Drama,Mystery,1970,7
Foreign,Science_Fiction,2005,7
Romance,Science_Fiction,2005,5
Romance,TV_Movie,2004,2
Adventure,Fantasy,1935,1
Comedy,Crime,1949,2
Drama,Western,1964,4
Family,Western,1964,1
Fantasy,Mystery,1964,1
Fantasy,Western,1964,1
Mystery,Western,1964,1
Adventure,War,1941,1
Adventure,Comedy,2006,24
Adventure,Drama,2006,31
Comedy,Drama,2006,129
Action,Fantasy,2006,19
Action,Science_Fiction,2006,28
Action,Thriller,2006,87
Fantasy,Science_Fiction,2006,14
Fantasy,Thriller,2006,14
Action,Crime,1957,3
Action,Mystery,1957,1
Adventure,History,1985,1
Action,Foreign,2004,14
Fantasy,Horror,1970,2
Fantasy,Mystery,1970,1
Fantasy,Thriller,1970,1
Action,Horror,1967,2
Action,Science_Fiction,1967,5
Adventure,Horror,1967,1
Adventure,Science_Fiction,1967,2
Comedy,Documentary,2006,12
Documentary,Drama,2006,10
Action,Comedy,2006,29
Action,Crime,2006,42
Action,Western,2006,1
Comedy,Crime,2006,19
Comedy,Western,2006,1
Crime,Western,2006,1
Horror,Mystery,2006,27
Horror,Thriller,2006,81
Mystery,Thriller,2006,51
Drama,Science_Fiction,1962,3
Adventure,Drama,1947,5
Drama,Music,1963,2
Comedy,Crime,1967,7
Comedy,Thriller,1967,5
History,TV_Movie,1995,1
TV_Movie,War,1995,1
Comedy,Romance,2006,101
Drama,Romance,2006,145
Drama,Western,1928,1
Romance,Western,1928,1
Crime,Music,1999,1
Foreign,Music,1999,1
Music,Romance,1999,2
Drama,War,1921,1
Action,Family,2006,10
Action,Mystery,2006,6
Comedy,Family,2006,53
Comedy,Mystery,2006,4
Crime,Family,2006,3
Crime,Mystery,2006,22
Family,Mystery,2006,2
Adventure,Animation,2006,26
Adventure,Family,2006,26
Animation,Comedy,2006,26
Animation,Family,2006,38
Documentary,Music,2006,13
Crime,Drama,2006,70
Crime,Thriller,2006,62
Drama,Mystery,2006,43
Drama,Thriller,2006,128
Drama,Family,2006,22
Action,Drama,2006,62
Comedy,Fantasy,2006,26
Drama,Fantasy,2006,24
Family,Fantasy,2006,18
Family,Romance,2006,13
Fantasy,Romance,2006,11
Action,Adventure,2006,53
Adventure,Crime,2006,9
Adventure,Thriller,2006,24
Drama,Horror,2006,32
Action,Animation,2006,15
Adventure,Science_Fiction,2006,16
Adventure,Drama,1950,3
Adventure,History,1950,2
History,Romance,1950,2
Crime,Romance,1950,5
Romance,Thriller,1950,1
Drama,Foreign,1967,7
Drama,War,1967,11
Foreign,War,1967,1
Action,Foreign,1963,2
Action,Mystery,1963,1
Crime,Foreign,1963,1
Drama,Foreign,1963,3
Foreign,Mystery,1963,1
Drama,Western,1935,4
Comedy,Horror,2006,23
Comedy,Science_Fiction,2006,15
Horror,Science_Fiction,2006,16
History,Music,2000,1
Crime,Horror,1955,2
Drama,Thriller,1926,1
Drama,Family,1974,2
Thriller,Western,2004,1
Comedy,Music,2006,9
Drama,Music,2006,18
Action,Romance,1931,3
Romance,Thriller,1931,1
Action,History,2006,7
Crime,History,2006,2
Drama,History,2006,32
History,Thriller,2006,4
Romance,Western,1970,1
Romance,Western,1954,2
Mystery,Romance,2006,5
Horror,Mystery,1943,1
History,Mystery,1974,1
Crime,Drama,1921,2
Adventure,Fantasy,2006,19
Fantasy,Mystery,2006,7
Crime,Fantasy,2006,3
Crime,Science_Fiction,2006,2
Drama,Science_Fiction,2006,21
Crime,Thriller,1945,6
Action,Horror,2006,15
Music,Thriller,1968,1
Comedy,TV_Movie,2006,7
Drama,TV_Movie,2006,17
Family,Music,2006,3
Family,TV_Movie,2006,9
Music,TV_Movie,2006,2
Action,Thriller,1937,4
Crime,Thriller,1937,7
Drama,Thriller,1937,7
Adventure,Thriller,1966,5
Crime,Western,1976,1
Horror,Music,1987,1
Action,Adventure,1935,3
Drama,Music,1933,3
Adventure,War,1954,2
Action,Animation,1975,1
Animation,Comedy,1975,2
Animation,Crime,1975,1
Animation,Drama,1975,1
Animation,Fantasy,2006,15
Comedy,Foreign,2006,16
Drama,Foreign,2006,48
Foreign,Romance,2006,19
Crime,Horror,2006,11
Action,Thriller,1939,3
Drama,Fantasy,1923,2
Drama,Thriller,1923,1
Fantasy,Horror,1923,2
Fantasy,Thriller,1923,1
Horror,Thriller,1923,1
Comedy,Crime,1933,2
Documentary,Drama,1973,1
Comedy,Western,1956,3
Action,Foreign,2006,13
Adventure,Drama,2011,16
Crime,Foreign,2006,8
Foreign,Thriller,2006,20
Comedy,Mystery,1944,4
Comedy,Thriller,1944,3
Mystery,War,1944,1
Crime,Music,2006,2
Crime,Romance,2006,7
Music,Romance,2006,3
Animation,Mystery,2004,1
Comedy,Music,1947,4
Music,Romance,1947,6
Action,Crime,1935,1
Adventure,Crime,1935,1
Fantasy,Music,1943,1
Comedy,Family,1936,2
Romance,Thriller,2006,18
Action,Comedy,1948,3
Adventure,Comedy,1948,2
Comedy,Crime,1938,5
Action,Comedy,1932,1
Drama,Fantasy,1956,1
Comedy,Western,1937,1
Music,Western,1937,1
Comedy,War,1938,1
Adventure,History,1982,1
Drama,War,2006,15
History,War,2006,8
Comedy,Thriller,2006,18
Adventure,Horror,2006,3
Fantasy,Horror,2006,10
Crime,History,1939,2
Crime,Western,1939,1
Comedy,Foreign,2005,21
Foreign,Horror,1998,2
Adventure,Romance,2006,8
Romance,Science_Fiction,2006,7
Animation,Comedy,1969,3
Animation,Family,1969,5
Crime,Music,1940,2
Drama,Music,1940,4
Action,War,1940,2
Drama,War,1940,6
Animation,Drama,2006,11
Comedy,History,1933,1
Action,Romance,2006,11
Action,War,2006,6
Adventure,History,2006,4
Adventure,War,2006,5
History,Romance,2006,4
Romance,War,2006,3
Action,Documentary,2006,4
Drama,History,1918,1
Fantasy,War,2006,1
Adventure,Horror,1940,1
Adventure,Science_Fiction,1940,1
Action,Crime,1945,2
Action,Thriller,1945,2
History,War,1940,2
Comedy,History,1934,1
Comedy,War,1934,1
Drama,War,1934,4
History,War,1934,2
Crime,Documentary,2006,2
Action,Drama,1928,2
Action,Thriller,1928,1
Documentary,Science_Fiction,2006,2
Comedy,History,1951,1
Animation,History,2002,1
Action,Adventure,1936,4
Action,War,1936,1
Adventure,Drama,1936,3
Adventure,War,1936,1
Drama,War,1936,3
Foreign,Horror,2005,7
Animation,Drama,1993,3
Animation,Romance,1993,2
Drama,Family,1977,5
Drama,Fantasy,1974,3
Fantasy,Mystery,1974,2
Action,Adventure,1903,1
Action,Western,1903,1
Adventure,Western,1903,1
Comedy,Crime,1939,4
Comedy,Mystery,1939,6
Crime,Romance,1939,4
Mystery,Romance,1939,1
Crime,Romance,1991,1
Documentary,Romance,2004,1
Drama,Fantasy,1936,1
Drama,Horror,1936,1
Fantasy,Horror,1936,1
Adventure,Fantasy,1965,4
Fantasy,Romance,1965,1
Action,Romance,1924,1
Comedy,Romance,1924,1
History,Thriller,1955,1
Thriller,War,1955,1
Drama,War,1931,4
Adventure,Romance,1973,3
Fantasy,Romance,1973,3
History,Thriller,1956,1
Animation,Romance,2004,1
Adventure,Animation,1982,4
Comedy,History,1971,5
Crime,Drama,2007,72
Crime,War,2006,1
Mystery,War,2006,1
Thriller,War,2006,3
Family,Science_Fiction,2006,3
Action,Comedy,2007,40
Action,Crime,2007,44
Comedy,Crime,2007,19
Drama,Music,2007,25
Foreign,Horror,1999,4
Foreign,Mystery,1999,1
Fantasy,History,2006,2
Action,Horror,2007,30
Crime,Horror,2007,16
Drama,Fantasy,1960,4
Documentary,Foreign,2005,5
Adventure,Drama,2007,25
Adventure,Family,2007,21
Drama,Family,2007,31
Drama,Fantasy,1932,2
History,Horror,2004,2
Drama,Fantasy,2007,23
Drama,Horror,2007,31
Drama,Romance,2007,152
Fantasy,Horror,2007,14
Fantasy,Romance,2007,7
Horror,Romance,2007,4
Action,Adventure,2007,52
Adventure,Comedy,2007,20
Horror,Mystery,2007,14
Horror,Thriller,2007,87
Mystery,Thriller,2007,41
Crime,Thriller,2007,76
Drama,Thriller,2007,122
Action,Horror,1966,4
Comedy,Horror,1966,2
Foreign,War,1966,1
Animation,Comedy,2007,22
Animation,Family,2007,22
Animation,Fantasy,2007,17
Comedy,Family,2007,37
Comedy,Fantasy,2007,17
Family,Fantasy,2007,19
Fantasy,History,2004,1
Animation,Drama,1971,1
Drama,Fantasy,1971,4
Action,Crime,1962,1
Action,Foreign,1962,4
Comedy,Crime,1962,6
Comedy,Foreign,1962,2
Crime,Foreign,1962,2
Drama,Foreign,1962,4
Science_Fiction,Thriller,1968,5
Action,Fantasy,2007,17
Action,Thriller,2007,73
Fantasy,Thriller,2007,11
Crime,History,2007,2
