genre_1,genre_2,release_year,count
Animation,Thriller,1997,1
Documentary,Foreign,1999,1
Horror,Mystery,1959,2
Thriller,War,1986,2
Action,Mystery,1975,6
Action,Thriller,1975,23
Adventure,Drama,1919,2
Family,Romance,1999,6
Drama,Music,1999,3
Action,Adventure,1939,6
Action,Drama,1939,3
Action,Romance,1939,1
Adventure,Drama,1939,9
Adventure,Romance,1939,4
Drama,Mystery,1984,9
Mystery,War,1984,1
Horror,Mystery,1976,8
Mystery,Thriller,1976,17
Horror,Mystery,1965,2
Horror,Thriller,1965,4
Mystery,Thriller,1965,8
Animation,Fantasy,1968,2
Fantasy,Music,1968,3
Documentary,Music,1984,3
History,Romance,1979,1
Comedy,Music,1964,11
Comedy,Horror,1988,25
Adventure,Drama,1972,12
Adventure,Thriller,1972,2
Adventure,Fantasy,1981,4
Action,Crime,1991,18
Adventure,Crime,1991,2
Comedy,History,1999,2
Drama,Science_Fiction,1998,7
Comedy,Drama,2012,131
Comedy,Romance,2012,95
Drama,Romance,2012,113
Action,Drama,1972,26
Action,Family,1972,2
Adventure,Family,1972,5
Drama,Family,1972,5
Action,War,1966,4
Action,Western,1966,13
War,Western,1966,2
Comedy,Foreign,1983,2
Comedy,Music,1983,3
Drama,Foreign,1983,8
Foreign,Music,1983,1
Horror,Mystery,1993,7
Action,Animation,1939,1
Action,Family,1939,1
Adventure,Animation,1939,2
Animation,Family,1939,1
Horror,Science_Fiction,1988,17
Science_Fiction,Thriller,1988,10
Horror,Mystery,1983,9
Action,Comedy,1962,8
Comedy,Drama,1962,20
Romance,Science_Fiction,1999,4
Action,Science_Fiction,1990,16
Crime,Drama,1981,18
Crime,Romance,1981,2
Crime,Thriller,1981,16
Drama,Romance,1981,29
Romance,Thriller,1981,5
Drama,War,1982,6
Romance,War,1982,1
Drama,Romance,1945,18
Comedy,Music,1988,5
Family,Music,1988,2
Crime,Fantasy,1988,2
Adventure,Comedy,1941,1
Adventure,Drama,1941,4
Adventure,Romance,1941,2
Comedy,Romance,1942,20
Mystery,Science_Fiction,1986,2
Crime,Thriller,1953,10
Drama,Thriller,1953,15
Music,War,1958,1
Romance,War,1958,6
Action,Adventure,1967,17
Action,War,1967,4
Adventure,War,1967,2
Mystery,Thriller,1984,14
Comedy,Music,1965,7
Action,Adventure,1964,11
Action,Thriller,1964,7
Adventure,Thriller,1964,2
Action,Adventure,1963,10
Action,Thriller,1963,3
Action,Thriller,1962,2
Adventure,Thriller,1962,1
Adventure,Drama,1980,9
Adventure,Romance,1980,4
Crime,Family,1992,1
Crime,Romance,1987,6
Romance,Thriller,1987,5
Crime,Horror,1956,2
Drama,Horror,1956,2
Adventure,Science_Fiction,1981,8
Drama,Romance,1966,20
Action,Drama,1982,15
Adventure,Drama,1982,6
Drama,Music,1979,9
Science_Fiction,Thriller,1987,8
Crime,Science_Fiction,1990,4
Science_Fiction,Thriller,1990,13
Animation,Crime,1988,1
Animation,Fantasy,1988,6
Crime,Family,1988,1
Adventure,Thriller,1981,8
Action,Adventure,1965,12
Action,Thriller,1965,7
Adventure,Thriller,1965,1
Comedy,War,1998,3
Romance,Science_Fiction,1998,3
Comedy,Drama,1926,5
Drama,Mystery,1978,8
Mystery,Thriller,1978,17
Comedy,Fantasy,1982,7
Comedy,Horror,1982,10
Action,Adventure,1926,3
Action,Comedy,1926,3
Action,Drama,1926,5
Adventure,Comedy,1926,1
Adventure,Drama,1926,5
Comedy,Drama,1927,7
Comedy,Romance,1927,6
Action,Crime,1981,11
Drama,Thriller,1961,5
Science_Fiction,Thriller,1971,4
Comedy,Drama,1955,16
Comedy,Family,1955,7
Comedy,War,1955,1
Drama,Family,1955,3
Drama,War,1955,8
Family,War,1955,1
Adventure,History,1970,2
Adventure,Western,1970,3
History,Western,1970,1
Comedy,War,1967,2
Action,War,1999,4
Adventure,History,1999,2
Adventure,War,1999,1
History,War,1999,3
Drama,Horror,1940,2
Drama,Science_Fiction,1940,2
Horror,Science_Fiction,1940,4
Comedy,Music,1991,5
Comedy,Drama,1942,8
Comedy,Music,1942,5
Drama,Music,1942,6
Music,Romance,1942,7
Action,History,1962,6
Action,War,1962,4
Action,Adventure,1970,10
Action,History,1970,3
Action,War,1970,5
Adventure,Drama,1970,10
Adventure,War,1970,3
Adventure,Western,1972,4
Drama,Horror,1965,4
Drama,Thriller,1965,17
Documentary,Foreign,1998,4
Action,Drama,1980,24
Action,History,1980,2
Action,War,1980,3
Drama,War,1980,6
History,War,1980,4
Comedy,Romance,1975,14
Horror,Romance,1987,2
Mystery,Romance,1987,1
Action,Mystery,1991,3
Crime,Mystery,1991,5
Romance,War,1999,3
Romance,Western,1999,2
War,Western,1999,1
Horror,Thriller,1971,23
Comedy,Drama,1919,3
Comedy,Western,1925,1
Drama,History,1937,8
Drama,War,1937,4
History,War,1937,3
Action,Thriller,1980,19
Thriller,War,1980,1
Comedy,Drama,1923,3
Crime,Mystery,1990,8
Documentary,Music,1988,6
Drama,War,1968,11
Comedy,Romance,1966,17
Crime,Fantasy,1999,1
Comedy,Mystery,1999,2
Crime,Drama,1930,6
Crime,Mystery,1930,1
Crime,Thriller,1930,1
Drama,Mystery,1930,1
Drama,Thriller,1930,1
Action,Adventure,1958,8
Action,Family,1958,2
Action,Fantasy,1958,2
Adventure,Family,1958,2
Adventure,Fantasy,1958,6
Family,Fantasy,1958,2
Action,Drama,1945,8
Action,War,1945,5
History,Romance,1999,4
Family,Music,1999,2
Drama,Foreign,1966,3
Adventure,Drama,1969,8
Drama,Romance,1959,21
History,Thriller,1999,1
Documentary,Family,2000,1
Comedy,Drama,2000,106
Comedy,Family,2000,30
Drama,Family,2000,19
Horror,Science_Fiction,2000,7
Horror,Thriller,2000,27
Science_Fiction,Thriller,2000,14
Drama,Romance,1922,5
Comedy,War,1953,2
Comedy,Drama,1970,39
Crime,Horror,1989,5
Drama,Science_Fiction,1978,2
Science_Fiction,Thriller,1978,7
Action,Mystery,1984,3
Adventure,Crime,1984,3
Adventure,Mystery,1984,1
Crime,Mystery,1984,5
Crime,Romance,1984,7
Mystery,Romance,1984,2
Romance,Thriller,1984,6
Action,Adventure,1952,12
Drama,Romance,1948,20
Comedy,Crime,1971,7
Crime,Drama,1971,25
Action,Animation,1993,7
Adventure,Animation,1993,6
Drama,Horror,1991,7
Horror,Science_Fiction,1991,11
Comedy,Romance,2000,81
Drama,Romance,2000,119
Family,Romance,2000,6
Comedy,Drama,1920,4
Comedy,Romance,1925,2
Action,Comedy,1971,4
Action,Western,1971,12
Comedy,Western,1971,7
Comedy,Foreign,1999,15
Foreign,Romance,1999,15
Comedy,Music,1992,4
Comedy,Music,1993,6
Action,Music,1992,2
Music,Romance,1992,3
Music,Thriller,1992,1
Adventure,Western,1992,1
Drama,Western,1992,1
Romance,Western,1992,1
Crime,Horror,1992,6
Romance,Science_Fiction,1992,3
Horror,Mystery,2000,11
Action,Comedy,2000,32
Action,Romance,2000,10
Comedy,Thriller,2000,18
Romance,Thriller,2000,10
Comedy,Mystery,1971,4
Comedy,Thriller,1971,3
Mystery,Thriller,1971,18
Adventure,Drama,2000,13
Adventure,Romance,2000,10
Adventure,Thriller,2000,12
Animation,Family,2000,28
Action,Crime,1955,4
Action,Drama,1955,14
Action,Mystery,1955,1
Action,Thriller,1955,5
Action,Science_Fiction,2000,16
Comedy,Crime,2000,22
Crime,Drama,1978,25
Comedy,Drama,1928,6
Comedy,Romance,1931,10
Drama,Romance,1931,25
Comedy,Drama,1921,5
Romance,Western,1952,3
Action,Mystery,2000,5
Drama,Mystery,2000,20
Mystery,Thriller,2000,26
Comedy,Mystery,2000,8
Crime,Mystery,2000,6
Comedy,Science_Fiction,2000,9
Drama,Science_Fiction,2000,12
Romance,Science_Fiction,2000,7
Drama,Foreign,1987,8
Foreign,Romance,1987,5
Comedy,Drama,1968,21
Action,Crime,1954,2
Action,Thriller,1954,6
Drama,War,1966,14
Action,History,1977,2
Action,War,1977,2
Drama,History,1977,8
Drama,War,1977,11
History,War,1977,3
Action,Drama,1983,28
Adventure,Drama,1983,13
Crime,Horror,1971,6
Comedy,Foreign,2000,19
Foreign,Romance,2000,20
Crime,Thriller,1975,14
Action,Crime,1950,3
Action,Drama,1950,6
Action,Thriller,1950,4
Crime,Drama,1950,30
Crime,Thriller,1950,14
Drama,Thriller,1950,19
Action,War,1968,6
Drama,Western,1958,5
Romance,Western,1958,2
Crime,Drama,1963,15
Crime,Romance,1963,1
Drama,Romance,1963,17
Action,History,1969,5
Action,War,1969,5
History,War,1969,3
Action,Comedy,1972,8
Action,Western,1972,12
Comedy,Western,1972,8
History,War,1943,5
Thriller,War,1943,3
Drama,Science_Fiction,1959,5
Romance,Science_Fiction,1959,2
Action,Crime,1974,34
Adventure,Crime,1974,6
Drama,History,1991,6
History,Thriller,1991,1
Fantasy,Science_Fiction,1987,12
Romance,Science_Fiction,1987,4
Action,Romance,1987,3
Adventure,Comedy,1979,13
Comedy,Crime,1981,6
Crime,Family,1981,1
Comedy,Family,1984,4
Family,Romance,1984,2
Adventure,Music,1985,1
Comedy,Music,1985,3
Family,Music,1985,2
Action,Science_Fiction,1985,9
Action,Drama,1958,13
Action,History,1958,4
Drama,History,1958,9
Action,Adventure,1951,8
Action,Drama,1951,17
Action,War,1951,12
Adventure,Drama,1951,8
Drama,War,1951,13
Music,TV_Movie,1998,1
Adventure,Family,1988,4
Drama,Mystery,1949,5
Drama,Thriller,1949,16
Drama,History,1975,15
Action,Comedy,1952,2
Adventure,Comedy,1952,3
Crime,Drama,1979,17
Crime,Mystery,1979,5
Crime,Thriller,1979,12
Drama,Mystery,1979,7
Mystery,Thriller,1979,12
Action,Crime,1968,16
Action,Thriller,1968,13
Drama,Family,1979,4
Action,Crime,1982,8
Crime,Thriller,1982,11
Action,Comedy,1991,26
Action,Music,1991,1
Action,Romance,1991,6
Action,Family,1990,1
Horror,Mystery,1978,8
Comedy,War,1987,1
Family,Romance,1993,2
Fantasy,Horror,1986,6
Comedy,Horror,1967,5
Horror,Music,1967,1
Comedy,Drama,1936,12
Action,Drama,1990,27
Action,Foreign,1990,4
Adventure,Foreign,1990,1
Drama,Science_Fiction,1990,8
Foreign,Science_Fiction,1990,1
Foreign,Thriller,1990,1
Drama,Science_Fiction,1993,8
Romance,Science_Fiction,1993,5
Action,Drama,1963,11
Action,Western,1963,2
Drama,Western,1963,1
Action,Adventure,1975,15
Drama,Science_Fiction,1977,4
Horror,Mystery,1960,1
Drama,Fantasy,1985,8
Comedy,Music,2000,9
Drama,Music,2000,19
Music,Romance,2000,6
Adventure,Animation,2000,14
Adventure,Comedy,2000,17
Adventure,Family,2000,12
Animation,Comedy,2000,14
Adventure,Fantasy,1991,8
Action,Romance,1926,3
Adventure,Romance,1926,2
Drama,Romance,1926,11
Horror,Mystery,1973,16
Drama,Music,1988,11
Drama,Family,1983,6
Adventure,Mystery,1972,3
Adventure,Science_Fiction,1972,2
Drama,Science_Fiction,1972,4
Mystery,Science_Fiction,1972,1
Drama,Western,1976,5
Crime,Science_Fiction,2000,2
Action,Adventure,2000,28
Action,History,2000,5
Action,War,2000,6
Adventure,History,2000,1
Adventure,War,2000,1
Drama,History,2000,15
Drama,War,2000,15
History,War,2000,7
Comedy,Fantasy,1958,3
Fantasy,Romance,1958,1
Crime,Drama,1926,2
Crime,Horror,1926,1
Drama,Horror,1926,4
Action,War,1978,5
Adventure,Thriller,1978,3
Adventure,War,1978,2
Thriller,War,1978,3
Comedy,Romance,1965,15
Crime,History,1971,1
Drama,History,1971,8
Comedy,Drama,1981,19
Comedy,Romance,1981,20
Documentary,Music,2000,7
Drama,Music,1972,7
Drama,Romance,1972,16
Music,Romance,1972,4
Drama,Horror,1962,4
Comedy,Drama,1958,9
Comedy,Music,1955,3
Comedy,Romance,1955,14
Music,Romance,1955,7
Horror,Romance,1983,2
Romance,Thriller,1983,4
Thriller,War,2000,2
Horror,Romance,1978,2
Family,Science_Fiction,2000,6
Drama,Foreign,2000,36
Action,Romance,1983,7
Action,Thriller,1983,19
Drama,Thriller,1983,23
Action,Family,1956,2
Drama,Family,1956,3
Drama,Music,1980,8
Music,Romance,1980,5
Adventure,Drama,1966,9
Adventure,Fantasy,1966,4
Drama,Fantasy,1966,3
Animation,Mystery,1982,2
Animation,Science_Fiction,1982,5
Family,Mystery,1982,1
Science_Fiction,War,2000,1
Comedy,Fantasy,1945,3
Comedy,Music,1945,4
Comedy,Romance,1945,11
Fantasy,Music,1945,2
Fantasy,Romance,1945,3
Music,Romance,1945,5
Comedy,Music,1961,3
Music,Romance,1961,3
Adventure,Comedy,1974,7
Adventure,Family,1974,5
Adventure,Western,1974,1
Comedy,Western,1974,3
Family,Western,1974,1
Comedy,Music,1960,5
Comedy,Music,1962,5
Drama,Music,1962,6
Action,Music,1958,1
Action,Romance,1958,4
Drama,Music,1958,3
Adventure,Family,1976,3
Adventure,Fantasy,1976,3
Family,Romance,1976,2
Fantasy,Romance,1976,4
Action,Western,2000,2
Adventure,Western,2000,1
Comedy,Western,2000,2
Action,Drama,1942,8
Action,History,1942,1
Drama,History,1942,4
Adventure,Comedy,1925,1
Adventure,Drama,1925,3
Comedy,Drama,1925,6
Fantasy,Horror,1973,1
Comedy,Crime,1947,3
Comedy,Drama,1947,10
Action,Adventure,1969,14
Adventure,Thriller,1969,4
Adventure,Thriller,1979,8
Drama,Romance,1923,4
Action,Romance,1942,3
Action,Western,1942,2
Romance,Western,1942,2
Action,War,1944,3
Adventure,Horror,1957,2
Crime,Thriller,1980,11
Romance,Thriller,1980,3
Action,Adventure,1961,7
Action,Drama,1961,7
Action,War,1961,3
Adventure,Drama,1961,10
Adventure,War,1961,2
Drama,War,1961,7
Drama,Fantasy,1951,4
Drama,Mystery,1951,4
Fantasy,Mystery,1951,1
Fantasy,Romance,1951,2
Mystery,Romance,1951,1
Horror,Science_Fiction,1967,9
Adventure,Romance,1974,1
Action,Family,1987,3
Comedy,Music,1954,4
Music,Romance,1954,7
Horror,Science_Fiction,1977,8
Documentary,Music,1981,4
Drama,Music,1989,4
Music,Romance,1989,2
Horror,Science_Fiction,1990,18
Adventure,Animation,1987,6
Animation,Fantasy,1987,7
Animation,Science_Fiction,1987,6
Action,Horror,1989,10
Crime,Science_Fiction,1988,1
Science_Fiction,Thriller,1981,7
Action,Romance,1990,5
Action,Fantasy,1984,8
Fantasy,Thriller,1992,2
Drama,Foreign,1992,7
Family,Foreign,1992,2
Foreign,Music,1992,1
Romance,War,1978,1
Animation,Music,1981,2
Action,Crime,1976,20
Action,Adventure,1971,9
Adventure,Crime,1971,1
Adventure,Thriller,1971,2
Crime,Mystery,1981,4
Drama,Mystery,1981,9
Mystery,Thriller,1981,23
Crime,History,1973,3
Drama,History,1973,8
Drama,Western,1962,1
Comedy,Romance,1932,18
Drama,History,1925,1
Adventure,Crime,2000,5
Action,Animation,2000,8
Action,Family,2000,7
Adventure,Science_Fiction,2000,7
Animation,Science_Fiction,2000,10
Horror,Mystery,1972,18
Horror,Thriller,1972,19
Drama,Science_Fiction,1989,5
Animation,Family,1947,1
Animation,Music,1947,2
Family,Music,1947,1
Fantasy,Horror,1957,4
Crime,Romance,1990,5
Action,War,1984,3
Adventure,War,1984,2
Thriller,War,1984,1
Action,Comedy,1974,16
Comedy,Crime,1974,9
Adventure,Horror,1984,2
Action,Fantasy,1973,2
Adventure,Fantasy,1973,6
Drama,Fantasy,1973,6
Foreign,Horror,1970,3
Animation,Family,1946,2
Animation,Music,1946,1
Animation,Music,1948,2
Family,Music,1948,2
Comedy,Music,1948,5
Comedy,Romance,1948,18
Music,Romance,1948,6
Action,Mystery,1973,1
Adventure,Crime,1973,3
Adventure,Mystery,1973,1
Action,Crime,1972,21
Action,Mystery,1972,2
Adventure,Crime,1972,1
Comedy,Fantasy,2000,19
Family,Fantasy,2000,17
Drama,Mystery,1966,7
Drama,Thriller,1966,9
Family,Music,1984,1
Drama,Horror,2000,18
Horror,Romance,1999,3
Crime,Drama,1959,18
Crime,Mystery,1959,7
Crime,Thriller,1959,9
Drama,Mystery,1959,10
Action,Western,1969,13
Family,Science_Fiction,1977,3
Action,Mystery,1992,4
Comedy,History,1975,1
Music,Romance,1941,7
Animation,Drama,2000,4
Fantasy,Romance,2000,10
Fantasy,Science_Fiction,2000,13
Horror,Science_Fiction,1962,4
Action,Romance,1980,1
Action,Western,1980,5
Comedy,Western,1980,1
Drama,Western,1980,5
Romance,Western,1980,1
Comedy,War,1970,5
Action,Horror,1988,13
Action,Science_Fiction,1988,10
Action,Horror,1994,3
Horror,War,1975,2
Thriller,War,1975,2
Crime,Horror,1946,2
Drama,Horror,1946,4
Horror,Mystery,1946,3
Horror,Thriller,1946,5
Crime,Horror,1969,2
Crime,Mystery,1969,4
Crime,Thriller,1969,8
Drama,Horror,1969,4
Horror,Mystery,1969,4
Horror,Thriller,1969,5
Crime,Horror,2000,5
Documentary,Drama,2000,4
Crime,Romance,2000,4
Adventure,Horror,1999,4
Comedy,Crime,1991,13
Drama,Western,1953,4
Comedy,Western,1965,1
Fantasy,Science_Fiction,1984,7
Horror,Mystery,1956,1
Mystery,Science_Fiction,1956,1
Action,Fantasy,2000,9
Crime,Music,2000,1
Horror,War,1992,1
Thriller,War,1992,1
Comedy,Music,1963,3
Comedy,Romance,1964,21
Adventure,Science_Fiction,1961,3
Drama,Science_Fiction,1961,2
Adventure,Science_Fiction,1966,9
Comedy,Horror,1948,1
Adventure,Horror,1954,1
Horror,Science_Fiction,1933,2
Horror,Music,1943,1
Horror,Romance,1943,1
Music,Romance,1943,10
Animation,Fantasy,2000,11
Action,Drama,1971,21
Adventure,Fantasy,1960,7
Adventure,Romance,1960,2
Adventure,Science_Fiction,1960,3
Adventure,Thriller,1960,2
Fantasy,Romance,1960,1
Fantasy,Science_Fiction,1960,3
Fantasy,Thriller,1960,1
Romance,Science_Fiction,1960,4
Romance,Thriller,1960,2
Science_Fiction,Thriller,1960,2
Animation,Family,1949,3
Animation,Fantasy,1949,3
Animation,Horror,1949,1
Family,Fantasy,1949,2
Family,Horror,1949,1
Fantasy,Horror,1949,1
Comedy,Mystery,1980,3
Comedy,Thriller,1980,6
Crime,Horror,1980,1
Crime,Mystery,1980,7
Family,Horror,2000,1
Drama,Fantasy,2000,11
Action,Drama,1976,26
Action,Thriller,1976,22
Action,War,1976,3
Adventure,Thriller,1976,3
Adventure,War,1976,1
Drama,Thriller,1976,21
Drama,War,1976,10
Thriller,War,1976,2
Adventure,Fantasy,2000,13
Action,History,1984,1
Drama,Music,2001,10
Drama,Western,2000,3
Romance,Western,2000,2
Action,Western,1960,5
Adventure,History,1960,2
Adventure,Western,1960,3
Drama,Western,1960,4
History,Western,1960,1
Action,Crime,1977,11
Adventure,Crime,1977,2
Crime,Thriller,1977,13
Mystery,Western,1975,1
Thriller,Western,1975,1
Drama,War,1956,16
War,Western,1956,1
Action,Comedy,1975,13
Action,Western,1975,6
Comedy,Western,1975,4
Action,Crime,2001,36
Action,Drama,2001,48
Crime,Drama,2001,39
Action,Adventure,2001,35
Action,Comedy,2001,51
Action,Romance,2001,14
Adventure,Comedy,2001,20
Adventure,Drama,2001,17
Adventure,Romance,2001,10
Comedy,Drama,2001,100
Comedy,Romance,2001,72
Drama,Romance,2001,115
Drama,Family,2001,15
Family,Music,2001,1
Family,Romance,2001,7
Music,Romance,2001,7
Crime,Mystery,2001,13
Crime,Thriller,2001,45
Drama,Mystery,2001,24
Drama,Thriller,2001,71
Mystery,Thriller,2001,27
Comedy,Foreign,1998,10
Drama,Family,1991,12
Comedy,Crime,2001,27
Comedy,Music,1987,5
Action,Mystery,1986,2
Adventure,Music,1987,2
Animation,Comedy,1987,3
Animation,Family,1987,10
Animation,Music,1987,3
Family,Music,1987,2
Fantasy,Music,1987,1
Drama,Family,1987,10
History,War,1987,1
Action,Western,1987,3
Crime,Western,1987,1
Drama,Western,1987,3
Thriller,Western,1987,1
Adventure,Drama,1987,10
Family,Thriller,1987,2
Action,Fantasy,1987,7
Fantasy,Thriller,1987,2
Fantasy,Thriller,2000,3
Horror,Thriller,2001,29
Crime,Horror,2001,3
Drama,Horror,2001,13
Crime,Romance,2001,9
Drama,Foreign,2001,41
History,Romance,2000,2
Comedy,Fantasy,2001,18
Comedy,Science_Fiction,2001,22
Fantasy,Romance,2001,3
Fantasy,Science_Fiction,2001,21
Romance,Science_Fiction,2001,6
Animation,Comedy,2001,12
Animation,Family,2001,23
Animation,Science_Fiction,2001,14
Comedy,Family,2001,28
Family,Science_Fiction,2001,13
Action,Animation,2001,10
Action,Fantasy,2001,9
Adventure,Animation,2001,18
Adventure,Fantasy,2001,23
Animation,Fantasy,2001,12
Action,Thriller,2001,61
Adventure,Crime,2001,2
Adventure,Thriller,2001,10
Comedy,Thriller,2001,19
Action,Family,2001,10
Comedy,Fantasy,1947,3
Comedy,Romance,1947,14
Drama,Fantasy,1947,1
Documentary,Music,1970,5
Comedy,Drama,1963,21
Family,Music,1952,1
Family,Romance,1952,3
Drama,History,1965,11
Comedy,Drama,1966,18
Action,Adventure,1954,9
Action,History,1954,1
Adventure,History,1954,2
Drama,History,1954,8
Comedy,Music,1995,2
Music,Romance,1995,2
Music,Science_Fiction,1995,2
Romance,Science_Fiction,1995,1
Comedy,Horror,1971,1
Drama,Foreign,1965,4
Foreign,Horror,1965,2
Foreign,Science_Fiction,1965,4
Foreign,Thriller,1965,1
Horror,Science_Fiction,1965,7
Science_Fiction,Thriller,1965,3
Action,Mystery,1990,5
Action,Mystery,1989,2
Mystery,Thriller,1989,7
Family,Romance,1985,2
Music,Romance,1985,3
Comedy,History,2000,2
Adventure,Family,2001,23
Documentary,Foreign,2000,3
Action,Mystery,2001,9
Foreign,History,2000,2
Adventure,Mystery,2001,2
Comedy,Mystery,2001,5
Mystery,Romance,2001,8
Comedy,Music,2001,6
Romance,Thriller,2001,19
Action,Crime,1983,16
Crime,Thriller,1983,19
Action,Horror,2001,13
Adventure,Horror,2001,2
Drama,Fantasy,2001,13
Family,Fantasy,2001,19
Family,Foreign,1999,2
Fantasy,Foreign,1999,2
Foreign,Science_Fiction,1999,1
Adventure,Fantasy,1925,1
Adventure,Science_Fiction,1925,1
Drama,Fantasy,1925,1
Drama,Science_Fiction,1925,1
Fantasy,Science_Fiction,1925,1
Adventure,Comedy,1968,8
Adventure,Fantasy,1968,6
Drama,Fantasy,1969,7
Comedy,Music,1966,6
Drama,Music,1966,5
Music,Romance,1966,3
Drama,Romance,1970,34
Foreign,Music,2000,1
History,Romance,2001,6
History,War,2001,10
Romance,War,2001,6
Music,War,2000,1
Romance,War,2000,3
Action,Western,1954,5
Comedy,Western,1976,4
Action,Western,1991,2
Adventure,Western,1991,1
Comedy,Western,1991,2
Drama,Western,1991,2
Drama,History,1988,4
War,Western,1959,1
Drama,History,1934,5
Drama,Romance,1934,27
History,Romance,1934,3
Action,Adventure,1966,24
Action,Drama,1966,15
Action,Romance,1966,1
Adventure,Romance,1966,4
Adventure,War,1966,2
Romance,War,1966,2
Action,War,1949,3
Drama,War,1949,7
Action,Drama,1965,19
Action,History,1965,4
Action,War,1965,5
History,Thriller,1965,1
History,War,1965,6
Thriller,War,1965,4
Action,Science_Fiction,2001,24
Comedy,War,2000,1
Family,War,2000,1
Adventure,Thriller,1983,6
Horror,Thriller,1958,4
Drama,Music,1954,9
Drama,War,2001,18
Foreign,Romance,2001,14
Foreign,War,2001,2
Adventure,Science_Fiction,2001,15
Fantasy,Thriller,2001,6
Drama,Science_Fiction,2001,16
Documentary,Music,2001,7
Comedy,Crime,1958,1
Drama,Horror,1953,1
Drama,Science_Fiction,1953,1
Comedy,Science_Fiction,1965,2
Drama,Fantasy,1926,3
Fantasy,Horror,1926,1
Comedy,Science_Fiction,1972,4
Horror,Science_Fiction,1972,8
Horror,Science_Fiction,1963,7
Science_Fiction,Thriller,1963,2
Action,Comedy,1982,10
Crime,Romance,1954,3
Mystery,Romance,1954,3
Drama,Music,1960,6
Comedy,Foreign,1987,7
Foreign,Horror,1987,3
Drama,History,1968,6
Action,Romance,1961,2
Comedy,Thriller,1965,1
Drama,Mystery,1976,10
Action,Thriller,1972,13
Action,Crime,1978,16
Crime,Thriller,1978,16
Animation,Thriller,2001,2
Science_Fiction,Thriller,2001,23
Animation,Science_Fiction,1998,3
Adventure,Documentary,1997,1
Animation,Horror,2001,2
Drama,War,1988,10
Fantasy,Science_Fiction,1988,9
Action,Family,1988,3
Adventure,Animation,1988,2
Mystery,Romance,1988,2
Family,Western,1988,1
Action,Family,1982,4
Action,Romance,1982,3
Action,Western,1982,5
Drama,Western,1982,3
Family,Western,1982,1
Romance,Western,1982,1
Music,Romance,1988,5
Family,Science_Fiction,1988,5
Comedy,Mystery,1988,5
History,Thriller,1988,1
Fantasy,Romance,1989,6
Adventure,Drama,1989,14
Fantasy,Science_Fiction,1989,9
Romance,Science_Fiction,1989,4
Drama,Mystery,1989,8
Music,Science_Fiction,1988,2
Romance,Science_Fiction,1988,2
Music,Thriller,1989,1
Adventure,War,1989,1
Mystery,Romance,1989,2
Adventure,Horror,1989,4
Comedy,Music,1989,2
Mystery,Science_Fiction,1989,2
Romance,Thriller,1989,4
Adventure,Romance,1989,2
Action,History,1988,1
History,War,1988,2
Crime,Horror,1997,1
Horror,Mystery,1989,8
Fantasy,Horror,1989,6
Fantasy,Mystery,1989,3
Action,Family,1989,4
Crime,Family,1989,1
Family,Thriller,1989,1
Family,Romance,1989,4
Fantasy,Horror,1993,6
Adventure,History,1991,2
Horror,Mystery,1971,18
Crime,Music,1984,1
Action,Horror,1985,6
Foreign,Thriller,1996,3
Crime,War,1978,2
Action,Romance,1981,5
Action,Western,1981,2
Adventure,Romance,1981,3
Adventure,Western,1981,2
Comedy,Western,1981,2
Romance,Western,1981,2
Foreign,Science_Fiction,2000,2
Adventure,Comedy,1962,4
Horror,Mystery,1991,5
Horror,Romance,1991,1
Mystery,Romance,1991,3
Romance,Thriller,1991,6
Drama,History,1967,10
History,Music,1967,1
Action,Comedy,1969,10
Action,Music,1969,1
Comedy,Drama,1969,31
Comedy,Music,1969,6
Comedy,Western,1969,6
Drama,Music,1969,6
Music,Western,1969,1
Action,Western,1976,5
Adventure,Western,1976,1
Documentary,Music,1994,5
Drama,Mystery,1980,8
Fantasy,Horror,1980,5
Fantasy,Mystery,1980,2
Fantasy,Thriller,1980,3
Mystery,Science_Fiction,1980,2
Horror,Mystery,2001,6
Action,Western,2001,4
Drama,History,2001,20
Horror,Science_Fiction,2001,16
Comedy,Romance,2002,73
Action,Family,1992,3
Horror,Music,1973,1
Music,Mystery,1973,1
Music,Thriller,1973,1
Crime,Drama,1922,2
Crime,Mystery,1922,1
Crime,Thriller,1922,1
Drama,Mystery,1922,2
Drama,Thriller,1922,2
Mystery,Thriller,1922,2
Action,Comedy,2002,45
Action,Thriller,2002,69
Comedy,Thriller,2002,26
Action,Music,2001,1
Music,Science_Fiction,2001,1
Documentary,History,2000,4
Action,Western,1968,15
Drama,Western,1968,5
Comedy,Horror,1974,4
Comedy,Music,1974,2
Comedy,Thriller,1974,4
Fantasy,Horror,1974,3
Fantasy,Music,1974,2
Fantasy,Thriller,1974,3
Horror,Music,1974,2
Horror,Thriller,1974,15
Music,Thriller,1974,1
Adventure,Comedy,1964,8
Adventure,Romance,1964,3
Comedy,Music,1959,3
Action,Comedy,1963,3
Action,Crime,1963,6
Adventure,Crime,1963,2
Comedy,Crime,1963,6
Action,Adventure,1937,3
Action,Drama,1937,7
Action,Comedy,1959,4
Action,Romance,1959,2
Crime,Romance,1971,1
Drama,Thriller,1971,18
Romance,Thriller,1971,3
Action,Fantasy,1951,2
Action,Science_Fiction,1951,3
Action,Thriller,1951,3
Fantasy,Science_Fiction,1951,2
Fantasy,Thriller,1951,1
