genre_1,genre_2,release_year
Drama,Music,1981
Drama,Romance,1981
Music,Romance,1981
Horror,Mystery,1982
Comedy,Romance,1981
Action,Adventure,1981
Action,Thriller,1981
Adventure,Thriller,1981
Horror,Mystery,2002
Horror,Thriller,2002
Mystery,Thriller,2002
Comedy,Documentary,2002
Action,Crime,2002
Action,Drama,2002
Crime,Drama,2002
Mystery,Thriller,2002
Comedy,Drama,2002
Action,Comedy,2001
Action,Drama,2001
Action,History,2001
Comedy,Drama,2001
Comedy,History,2001
Drama,History,2001
Drama,Foreign,2002
Drama,Romance,2002
Foreign,Romance,2002
Drama,Romance,2002
Comedy,Drama,2002
Comedy,Drama,2002
Comedy,Family,2002
Comedy,Science_Fiction,2002
Drama,Family,2002
Drama,Science_Fiction,2002
Family,Science_Fiction,2002
Action,Adventure,1967
Action,Comedy,1967
Adventure,Comedy,1967
Fantasy,Horror,1984
Action,Drama,1960
Action,History,1960
Action,War,1960
Drama,History,1960
Drama,War,1960
History,War,1960
Comedy,War,1966
Comedy,Drama,1964
Comedy,Romance,1964
Drama,Romance,1964
Action,Adventure,2002
Action,Comedy,2002
Action,Thriller,2002
Adventure,Comedy,2002
Adventure,Thriller,2002
Comedy,Thriller,2002
Comedy,Family,2002
Comedy,Fantasy,2002
Family,Fantasy,2002
Drama,History,2000
Drama,War,2000
History,War,2000
Drama,Romance,2002
Crime,Drama,2000
Crime,Mystery,2000
Drama,Mystery,2000
Crime,Romance,2002
Crime,Thriller,2002
Romance,Thriller,2002
Documentary,Foreign,2001
Documentary,Music,2001
Foreign,Music,2001
Drama,Romance,2002
Comedy,Romance,2001
Action,Crime,2002
Action,Thriller,2002
Crime,Thriller,2002
Adventure,Family,2002
Adventure,Fantasy,2002
Family,Fantasy,2002
Drama,War,2002
Drama,Romance,2002
Drama,Thriller,2002
Drama,Family,2002
Action,Comedy,1993
Action,Science_Fiction,1993
Comedy,Science_Fiction,1993
Action,Drama,2002
Action,Thriller,2002
Drama,Thriller,2002
Comedy,Drama,1943
Comedy,Romance,1943
Comedy,War,1943
Drama,Romance,1943
Drama,War,1943
Romance,War,1943
Action,Adventure,1961
Action,Science_Fiction,1961
Adventure,Science_Fiction,1961
Action,Mystery,2001
Action,Thriller,2001
Mystery,Thriller,2001
Drama,Fantasy,2002
Drama,Thriller,2002
Fantasy,Thriller,2002
Action,Horror,2002
Action,Thriller,2002
Horror,Thriller,2002
Action,Drama,1978
Action,Thriller,1978
Drama,Thriller,1978
Drama,Thriller,1990
Drama,War,1990
Thriller,War,1990
Comedy,Drama,1958
Comedy,Family,1958
Comedy,Romance,1958
Drama,Family,1958
Drama,Romance,1958
Family,Romance,1958
Comedy,Fantasy,2001
Comedy,Horror,2001
Comedy,Science_Fiction,2001
Fantasy,Horror,2001
Fantasy,Science_Fiction,2001
Horror,Science_Fiction,2001
Drama,Foreign,1991
Drama,Romance,1991
Foreign,Romance,1991
Adventure,Drama,1990
Adventure,Comedy,1990
Adventure,Drama,1990
Adventure,Romance,1990
Comedy,Drama,1990
Comedy,Romance,1990
Drama,Romance,1990
Comedy,Drama,1989
Comedy,Romance,1989
Drama,Romance,1989
Action,Adventure,1991
Action,Thriller,1991
Adventure,Thriller,1991
Horror,Mystery,1981
Horror,Thriller,1981
Mystery,Thriller,1981
Adventure,Crime,1981
Adventure,Thriller,1981
Crime,Thriller,1981
Horror,Mystery,1981
Horror,Thriller,1981
Mystery,Thriller,1981
Drama,Mystery,1981
Drama,Romance,1981
Drama,Thriller,1981
Mystery,Romance,1981
Mystery,Thriller,1981
Romance,Thriller,1981
Comedy,Fantasy,1981
Comedy,Horror,1981
Fantasy,Horror,1981
Horror,Science_Fiction,1981
Horror,Thriller,1981
Science_Fiction,Thriller,1981
Action,Crime,1981
Action,Drama,1981
Action,Thriller,1981
Crime,Drama,1981
Crime,Thriller,1981
Drama,Thriller,1981
Comedy,Music,1981
Comedy,Drama,1981
Comedy,Romance,1981
Drama,Romance,1981
Comedy,Science_Fiction,1981
Action,Crime,1981
Action,Drama,1981
Action,History,1981
Action,Thriller,1981
Crime,Drama,1981
Crime,History,1981
Crime,Thriller,1981
Drama,History,1981
Drama,Thriller,1981
History,Thriller,1981
Adventure,Mystery,1981
Adventure,Thriller,1981
Mystery,Thriller,1981
Comedy,Horror,1981
Comedy,Mystery,1981
Horror,Mystery,1981
Comedy,Romance,1981
Action,Adventure,1981
Action,Comedy,1981
Adventure,Comedy,1981
Drama,Horror,1981
Drama,Thriller,1981
Horror,Thriller,1981
Comedy,Drama,1981
Comedy,Mystery,1981
Comedy,Romance,1981
Comedy,Thriller,1981
Drama,Mystery,1981
Drama,Romance,1981
Drama,Thriller,1981
Mystery,Romance,1981
Mystery,Thriller,1981
Romance,Thriller,1981
Action,Crime,1981
Action,Drama,1981
Action,Thriller,1981
Crime,Drama,1981
Crime,Thriller,1981
Drama,Thriller,1981
Documentary,Drama,1981
Documentary,Music,1981
Drama,Music,1981
Crime,Drama,1981
Action,Adventure,2002
Action,Thriller,2002
Adventure,Thriller,2002
Drama,Romance,2002
Action,Drama,2002
Action,Romance,2002
Action,Thriller,2002
Drama,Romance,2002
Drama,Thriller,2002
Romance,Thriller,2002
Drama,Romance,2002
Drama,Romance,2002
Animation,Comedy,2002
Action,Adventure,2002
Action,Drama,2002
Action,Thriller,2002
Adventure,Drama,2002
Adventure,Thriller,2002
Drama,Thriller,2002
Drama,Mystery,2002
Drama,Romance,2002
Drama,Science_Fiction,2002
Mystery,Romance,2002
Mystery,Science_Fiction,2002
Romance,Science_Fiction,2002
Adventure,Animation,2002
Adventure,Family,2002
Adventure,Fantasy,2002
Adventure,Science_Fiction,2002
Animation,Family,2002
Animation,Fantasy,2002
Animation,Science_Fiction,2002
Family,Fantasy,2002
Family,Science_Fiction,2002
Fantasy,Science_Fiction,2002
Horror,Thriller,2002
Comedy,Horror,1989
Action,Comedy,2001
Action,Drama,2001
Action,Romance,2001
Action,Thriller,2001
Comedy,Drama,2001
Comedy,Romance,2001
Comedy,Thriller,2001
Drama,Romance,2001
Drama,Thriller,2001
Romance,Thriller,2001
Comedy,Drama,1991
Action,Crime,1997
Action,Thriller,1997
Crime,Thriller,1997
Drama,Romance,1984
Comedy,Drama,2001
Horror,Thriller,1978
Action,Adventure,1974
Action,Family,1974
Action,Fantasy,1974
Action,Science_Fiction,1974
Adventure,Family,1974
Adventure,Fantasy,1974
Adventure,Science_Fiction,1974
Family,Fantasy,1974
Family,Science_Fiction,1974
Fantasy,Science_Fiction,1974
Mystery,Romance,1994
Mystery,Thriller,1994
Romance,Thriller,1994
Romance,Thriller,1999
Adventure,Fantasy,1985
Adventure,Horror,1985
Adventure,Science_Fiction,1985
Fantasy,Horror,1985
Fantasy,Science_Fiction,1985
Horror,Science_Fiction,1985
Comedy,Drama,1999
Science_Fiction,Thriller,1984
Action,Adventure,1982
Action,Fantasy,1982
Adventure,Fantasy,1982
Action,Drama,1964
Action,History,1964
Action,War,1964
Drama,History,1964
Drama,War,1964
History,War,1964
Comedy,Crime,2002
Action,Drama,2002
Comedy,Crime,2002
Comedy,Drama,2002
Crime,Drama,2002
Action,Science_Fiction,2002
Action,Thriller,2002
Science_Fiction,Thriller,2002
Action,Drama,2011
Action,Foreign,2011
Action,Romance,2011
Drama,Foreign,2011
Drama,Romance,2011
Foreign,Romance,2011
Comedy,Drama,2001
Comedy,Horror,2001
Comedy,Thriller,2001
Drama,Horror,2001
Drama,Thriller,2001
Horror,Thriller,2001
Documentary,Music,1981
Comedy,Crime,1981
Action,Drama,1981
Drama,Music,1981
Horror,Thriller,1982
Science_Fiction,Thriller,1982
Adventure,Comedy,1982
Action,Drama,1982
Action,War,1982
Drama,War,1982
Comedy,Drama,1982
Comedy,Romance,1982
Drama,Romance,1982
Action,Comedy,1982
Action,Western,1982
Comedy,Western,1982
Horror,Science_Fiction,1982
Comedy,Romance,1982
Crime,Drama,1982
Drama,Horror,1982
Drama,Mystery,1982
Horror,Mystery,1982
Comedy,Drama,1982
Comedy,Horror,1982
Comedy,Science_Fiction,1982
Drama,Horror,1982
Drama,Science_Fiction,1982
Horror,Science_Fiction,1982
Action,Science_Fiction,1982
Action,Crime,1982
Action,Drama,1982
Action,Horror,1982
Action,Thriller,1982
Crime,Drama,1982
Crime,Horror,1982
Crime,Thriller,1982
Drama,Horror,1982
Drama,Thriller,1982
Horror,Thriller,1982
Comedy,Drama,1982
Drama,History,1983
Comedy,Crime,1982
Comedy,Drama,1982
Comedy,Mystery,1982
Comedy,Romance,1982
Comedy,Thriller,1982
Crime,Drama,1982
Crime,Mystery,1982
Crime,Romance,1982
Crime,Thriller,1982
Drama,Mystery,1982
Drama,Romance,1982
Drama,Thriller,1982
Mystery,Romance,1982
Mystery,Thriller,1982
Romance,Thriller,1982
Comedy,Horror,1982
Comedy,Drama,2002
Comedy,Music,2002
Comedy,Romance,2002
Drama,Music,2002
Drama,Romance,2002
Music,Romance,2002
Comedy,Fantasy,2002
Comedy,Drama,2002
Comedy,Romance,2002
Drama,Romance,2002
Action,Adventure,2002
Action,Science_Fiction,2002
Action,Thriller,2002
Adventure,Science_Fiction,2002
Adventure,Thriller,2002
Science_Fiction,Thriller,2002
Comedy,Drama,2002
Drama,Foreign,2000
Action,Comedy,2001
Action,Drama,2001
Action,Romance,2001
Action,Science_Fiction,2001
Action,Thriller,2001
Comedy,Drama,2001
Comedy,Romance,2001
Comedy,Science_Fiction,2001
Comedy,Thriller,2001
Drama,Romance,2001
Drama,Science_Fiction,2001
Drama,Thriller,2001
Romance,Science_Fiction,2001
Romance,Thriller,2001
Science_Fiction,Thriller,2001
Comedy,Drama,2002
Action,Adventure,2002
Action,Fantasy,2002
Adventure,Fantasy,2002
Drama,War,2000
Crime,Drama,2002
Drama,Romance,2002
Crime,Drama,2002
Crime,History,2002
Drama,History,2002
Comedy,Romance,2002
Adventure,Animation,2002
Adventure,Family,2002
Animation,Family,2002
Action,Crime,2002
Action,Drama,2002
Action,Thriller,2002
Crime,Drama,2002
Crime,Thriller,2002
Drama,Thriller,2002
Drama,Romance,1993
Drama,Thriller,1993
Romance,Thriller,1993
Action,Thriller,1991
Drama,War,1977
Crime,Drama,1956
Crime,Mystery,1956
Crime,Romance,1956
Crime,Thriller,1956
Drama,Mystery,1956
Drama,Romance,1956
Drama,Thriller,1956
Mystery,Romance,1956
Mystery,Thriller,1956
Romance,Thriller,1956
Adventure,Drama,1957
Action,Crime,1990
Action,Drama,1990
Action,Thriller,1990
Crime,Drama,1990
Crime,Thriller,1990
Drama,Thriller,1990
Comedy,Drama,1994
Comedy,Family,1994
Comedy,Romance,1994
Drama,Family,1994
Drama,Romance,1994
Family,Romance,1994
Comedy,Drama,1991
Comedy,Family,1991
Drama,Family,1991
Animation,Family,1988
Animation,Fantasy,1988
Family,Fantasy,1988
Action,Adventure,1940
Action,Family,1940
Action,Fantasy,1940
Adventure,Family,1940
Adventure,Fantasy,1940
Family,Fantasy,1940
Drama,Romance,1956
Drama,War,1956
Romance,War,1956
Mystery,Thriller,1991
Action,Thriller,1986
Horror,Science_Fiction,1957
Horror,Mystery,1974
Horror,Thriller,1974
Mystery,Thriller,1974
Horror,Science_Fiction,1962
Horror,Thriller,1962
Science_Fiction,Thriller,1962
Drama,Foreign,2000
Drama,Romance,2000
Foreign,Romance,2000
Science_Fiction,Thriller,1953
Drama,History,2001
Action,Comedy,2000
Action,Crime,2000
Action,Thriller,2000
Comedy,Crime,2000
Comedy,Thriller,2000
Crime,Thriller,2000
Action,Adventure,1986
Action,Drama,1986
Adventure,Drama,1986
Crime,Drama,2002
Comedy,Family,2002
Comedy,Fantasy,2002
Family,Fantasy,2002
Action,Comedy,2002
Action,Crime,2002
Action,Drama,2002
Action,Music,2002
Comedy,Crime,2002
Comedy,Drama,2002
Comedy,Music,2002
Crime,Drama,2002
Crime,Music,2002
Drama,Music,2002
Drama,War,2002
Action,Adventure,2002
Action,Drama,2002
Action,Family,2002
Adventure,Drama,2002
Adventure,Family,2002
Drama,Family,2002
Drama,War,2002
Crime,Drama,2002
Horror,Mystery,1993
Horror,Thriller,1993
Mystery,Thriller,1993
Action,Adventure,2000
Action,Animation,2000
Action,Fantasy,2000
Action,Science_Fiction,2000
Adventure,Animation,2000
Adventure,Fantasy,2000
Adventure,Science_Fiction,2000
Animation,Fantasy,2000
Animation,Science_Fiction,2000
Fantasy,Science_Fiction,2000
Horror,Thriller,1980
Comedy,Drama,1982
Comedy,Drama,2002
Comedy,Crime,2002
Comedy,Drama,2002
Comedy,Romance,2002
Comedy,Thriller,2002
Crime,Drama,2002
Crime,Romance,2002
Crime,Thriller,2002
Drama,Romance,2002
Drama,Thriller,2002
Romance,Thriller,2002
Comedy,Documentary,2003
Drama,Mystery,2002
Action,Foreign,2000
Action,Thriller,2000
Foreign,Thriller,2000
Comedy,Crime,2001
Comedy,Drama,2001
Crime,Drama,2001
Action,Comedy,2002
Action,Drama,2002
Action,Thriller,2002
Comedy,Drama,2002
Comedy,Thriller,2002
Drama,Thriller,2002
Comedy,Romance,2003
Adventure,Comedy,2003
Adventure,Crime,2003
Comedy,Crime,2003
Action,Comedy,2003
Action,Crime,2003
Action,Thriller,2003
Comedy,Crime,2003
Comedy,Thriller,2003
Crime,Thriller,2003
Comedy,Foreign,2001
Crime,Drama,2002
Drama,Romance,2001
Drama,Thriller,1995
Comedy,Drama,1935
Comedy,Romance,1935
Drama,Romance,1935
Drama,Thriller,1977
Crime,Drama,1992
Crime,Romance,1992
Drama,Romance,1992
Crime,Drama,1964
Crime,Romance,1964
Drama,Romance,1964
Comedy,Drama,1997
Comedy,Romance,1997
Drama,Romance,1997
Comedy,Music,1993
Drama,Romance,1991
Drama,War,1991
Romance,War,1991
Comedy,Drama,1967
Comedy,Music,1967
Drama,Music,1967
Comedy,Romance,1963
Comedy,Music,1962
Comedy,Romance,1962
Music,Romance,1962
Drama,Romance,1959
Comedy,Drama,1979
Comedy,Family,1979
Comedy,Romance,1979
Drama,Family,1979
Drama,Romance,1979
Family,Romance,1979
Comedy,Family,1991
Comedy,Romance,1991
Family,Romance,1991
Comedy,Music,1966
Comedy,Romance,1966
Music,Romance,1966
Action,Crime,1937
Action,Drama,1937
Action,Romance,1937
Crime,Drama,1937
Crime,Romance,1937
Drama,Romance,1937
Comedy,Romance,1985
Drama,Romance,1982
Comedy,Drama,1990
Comedy,Romance,1990
Drama,Romance,1990
Comedy,Romance,1984
Horror,Thriller,2003
Drama,History,2002
Documentary,Foreign,2002
Horror,Thriller,1984
Action,Drama,1996
Action,Thriller,1996
Drama,Thriller,1996
Comedy,Drama,1974
Comedy,Romance,1974
Drama,Romance,1974
Crime,Drama,1947
Crime,Mystery,1947
Crime,Thriller,1947
Drama,Mystery,1947
Drama,Thriller,1947
Mystery,Thriller,1947
Action,Adventure,1961
Action,Drama,1961
Adventure,Drama,1961
Drama,Foreign,1993
Drama,Romance,1993
Foreign,Romance,1993
Comedy,Family,1976
Crime,Drama,1972
Crime,Music,1972
Drama,Music,1972
Comedy,Drama,1968
Comedy,Family,1968
Drama,Family,1968
Drama,Music,1985
Drama,Romance,1985
Music,Romance,1985
Family,Mystery,1964
Family,Romance,1964
Family,Thriller,1964
Mystery,Romance,1964
Mystery,Thriller,1964
Romance,Thriller,1964
Action,Drama,1994
Action,Thriller,1994
Drama,Thriller,1994
Action,Drama,2003
Horror,Mystery,2003
Action,Thriller,2003
Comedy,Romance,2002
Drama,War,2002
Drama,Horror,2002
Drama,Romance,2002
Drama,Thriller,2002
Horror,Romance,2002
Horror,Thriller,2002
Romance,Thriller,2002
Crime,Mystery,1979
Crime,Thriller,1979
Mystery,Thriller,1979
Comedy,Thriller,2000
Drama,Romance,1947
Drama,Thriller,1947
Drama,Western,1947
Romance,Thriller,1947
Romance,Western,1947
Thriller,Western,1947
Action,Comedy,1960
Action,Crime,1960
Comedy,Crime,1960
Drama,Thriller,1969
Drama,Horror,1982
Drama,Mystery,1982
Drama,Science_Fiction,1982
Drama,Thriller,1982
Horror,Mystery,1982
Horror,Science_Fiction,1982
Horror,Thriller,1982
Mystery,Science_Fiction,1982
Mystery,Thriller,1982
Science_Fiction,Thriller,1982
Action,Adventure,1983
Action,Drama,1983
Action,Foreign,1983
Action,Thriller,1983
Adventure,Drama,1983
Adventure,Foreign,1983
Adventure,Thriller,1983
Drama,Foreign,1983
Drama,Thriller,1983
Foreign,Thriller,1983
Crime,Drama,1982
Crime,Mystery,1982
Crime,Thriller,1982
Drama,Mystery,1982
Drama,Thriller,1982
Mystery,Thriller,1982
Action,Adventure,1982
Action,Science_Fiction,1982
Action,Thriller,1982
Adventure,Science_Fiction,1982
Adventure,Thriller,1982
Science_Fiction,Thriller,1982
Action,Adventure,1982
Action,Thriller,1982
Adventure,Thriller,1982
Action,Western,1982
Drama,Mystery,1982
Drama,Thriller,1982
Mystery,Thriller,1982
Comedy,Drama,1982
Comedy,Music,1982
Comedy,Western,1982
Drama,Music,1982
Drama,Western,1982
Music,Western,1982
Comedy,Drama,1982
Comedy,Science_Fiction,1982
Drama,Science_Fiction,1982
Comedy,Horror,1982
Comedy,Science_Fiction,1982
Horror,Science_Fiction,1982
Comedy,Fantasy,1982
Animation,Family,1982
Animation,Fantasy,1982
Family,Fantasy,1982
Comedy,Science_Fiction,1982
Action,Comedy,1982
Drama,Romance,1982
Comedy,Drama,1982
Action,Adventure,1982
Action,Science_Fiction,1982
Adventure,Science_Fiction,1982
Comedy,Romance,1982
Drama,History,1982
Drama,Mystery,1982
Drama,Thriller,1982
History,Mystery,1982
History,Thriller,1982
Mystery,Thriller,1982
Comedy,Foreign,1982
Crime,Drama,1982
Crime,War,1982
Drama,War,1982
Action,Adventure,1982
Action,Thriller,1982
Adventure,Thriller,1982
Drama,War,1982
Drama,History,1982
Drama,Music,1982
Drama,Romance,1982
Music,Romance,1982
Comedy,Horror,1982
Comedy,Mystery,1982
Horror,Mystery,1982
Adventure,Romance,1982
Comedy,Crime,1982
Comedy,Drama,1982
Action,Comedy,1982
Action,Drama,1982
Action,Family,1982
Action,Music,1982
Action,Romance,1982
Comedy,Drama,1982
Comedy,Family,1982
Comedy,Music,1982
Comedy,Romance,1982
Drama,Family,1982
Drama,Music,1982
Drama,Romance,1982
Family,Music,1982
Family,Romance,1982
Music,Romance,1982
Comedy,Drama,1983
Comedy,War,1983
Drama,War,1983
Drama,Fantasy,1982
Drama,Horror,1982
Fantasy,Horror,1982
Comedy,Music,1982
Crime,Drama,1982
Drama,Romance,1982
Comedy,Drama,1982
Comedy,Family,1982
Drama,Family,1982
Comedy,Drama,1982
Comedy,Music,1982
Comedy,Romance,1982
Music,Romance,1982
Drama,Romance,1983
Action,Adventure,1984
Action,Fantasy,1984
Adventure,Fantasy,1984
Comedy,Drama,1982
Comedy,Romance,1982
Drama,Romance,1982
Horror,Mystery,1982
Horror,Thriller,1982
Mystery,Thriller,1982
Action,Comedy,1982
Action,Thriller,1982
Comedy,Thriller,1982
Horror,Science_Fiction,1982
Comedy,Crime,1982
Drama,Music,1982
Horror,Thriller,1981
Drama,History,1982
Drama,Horror,1982
Drama,Thriller,1982
Horror,Thriller,1982
Action,Thriller,1982
Comedy,Drama,1982
Drama,Romance,1982
Fantasy,Science_Fiction,1983
Comedy,Drama,2003
Comedy,Romance,2003
Comedy,Science_Fiction,2003
Comedy,Thriller,2003
Drama,Romance,2003
Drama,Science_Fiction,2003
Drama,Thriller,2003
Romance,Science_Fiction,2003
Romance,Thriller,2003
Science_Fiction,Thriller,2003
Comedy,Romance,2003
Action,Adventure,2003
Action,Comedy,2003
Action,Western,2003
Adventure,Comedy,2003
Adventure,Western,2003
Comedy,Western,2003
Action,Crime,2003
Action,Fantasy,2003
Action,Science_Fiction,2003
Action,Thriller,2003
Crime,Fantasy,2003
Crime,Science_Fiction,2003
Crime,Thriller,2003
Fantasy,Science_Fiction,2003
Fantasy,Thriller,2003
Science_Fiction,Thriller,2003
Adventure,Animation,2003
Adventure,Family,2003
Animation,Family,2003
Drama,Romance,2003
Adventure,Drama,2002
Adventure,Mystery,2002
Drama,Mystery,2002
Drama,Romance,2002
Drama,Thriller,2002
Romance,Thriller,2002
Action,Crime,2000
Action,Drama,2000
Action,Thriller,2000
Crime,Drama,2000
Crime,Thriller,2000
Drama,Thriller,2000
Drama,Romance,2001
Comedy,Family,1993
Comedy,Romance,1937
Crime,Drama,1983
Crime,Horror,1983
Crime,Thriller,1983
Drama,Horror,1983
Drama,Thriller,1983
Horror,Thriller,1983
Drama,Family,1983
Adventure,Family,1979
Comedy,Drama,1972
Comedy,Romance,1972
Drama,Romance,1972
Comedy,Romance,1967
Adventure,Drama,1992
Adventure,Family,1992
Adventure,Fantasy,1992
Drama,Family,1992
Drama,Fantasy,1992
Family,Fantasy,1992
Action,Drama,1989
Action,Thriller,1989
Drama,Thriller,1989
Action,Crime,1988
Action,Thriller,1988
Crime,Thriller,1988
Action,Adventure,1974
Action,Crime,1974
Action,Thriller,1974
Adventure,Crime,1974
Adventure,Thriller,1974
Crime,Thriller,1974
Action,Mystery,1986
Action,Thriller,1986
Mystery,Thriller,1986
Drama,Romance,1965
Action,Crime,1987
Action,Drama,1987
Action,Thriller,1987
Crime,Drama,1987
Crime,Thriller,1987
Drama,Thriller,1987
Action,Drama,1990
Action,Thriller,1990
Drama,Thriller,1990
Action,Drama,1951
Action,War,1951
Action,Western,1951
Drama,War,1951
Drama,Western,1951
War,Western,1951
Comedy,Romance,1963
Comedy,Romance,1959
Drama,Science_Fiction,1976
Action,Crime,2002
Action,Drama,2002
Action,Thriller,2002
Crime,Drama,2002
Crime,Thriller,2002
Drama,Thriller,2002
Drama,History,2003
Drama,War,2003
History,War,2003
Crime,Drama,2003
Crime,Thriller,2003
Drama,Thriller,2003
Comedy,Drama,2002
Comedy,Romance,2002
Drama,Romance,2002
Drama,Foreign,2001
Drama,Romance,2002
Comedy,Drama,2002
Comedy,Thriller,2002
Drama,Thriller,2002
Drama,Foreign,2002
Drama,Mystery,2002
Drama,Romance,2002
Drama,Thriller,2002
Foreign,Mystery,2002
Foreign,Romance,2002
Foreign,Thriller,2002
Mystery,Romance,2002
Mystery,Thriller,2002
Romance,Thriller,2002
Action,Crime,2003
Action,Drama,2003
Crime,Drama,2003
Drama,Mystery,2002
Drama,Thriller,2002
Mystery,Thriller,2002
Crime,Drama,1992
Comedy,Drama,1985
Drama,History,1986
Drama,Romance,1986
History,Romance,1986
Comedy,Drama,2001
Comedy,Romance,2001
Drama,Romance,2001
Action,Comedy,1993
Action,Family,1993
Action,Fantasy,1993
Action,Science_Fiction,1993
Comedy,Family,1993
Comedy,Fantasy,1993
Comedy,Science_Fiction,1993
Family,Fantasy,1993
Family,Science_Fiction,1993
Fantasy,Science_Fiction,1993
Comedy,Drama,1988
Comedy,Fantasy,1988
Comedy,Science_Fiction,1988
Drama,Fantasy,1988
Drama,Science_Fiction,1988
Fantasy,Science_Fiction,1988
Crime,Horror,1959
Crime,Romance,1959
Crime,Science_Fiction,1959
Crime,Thriller,1959
Horror,Romance,1959
Horror,Science_Fiction,1959
Horror,Thriller,1959
Romance,Science_Fiction,1959
Romance,Thriller,1959
Science_Fiction,Thriller,1959
Action,Drama,1993
Action,Thriller,1993
Drama,Thriller,1993
Action,Comedy,2001
Action,Drama,2003
Action,War,2003
Drama,War,2003
Crime,Drama,2002
Crime,Mystery,2002
Crime,Thriller,2002
Drama,Mystery,2002
Drama,Thriller,2002
Mystery,Thriller,2002
Comedy,Drama,2002
Comedy,Romance,2002
Drama,Romance,2002
Action,Crime,2003
Action,Drama,2003
Action,Thriller,2003
Crime,Drama,2003
Crime,Thriller,2003
Drama,Thriller,2003
Comedy,Crime,2002
Comedy,Drama,2002
Crime,Drama,2002
Drama,Foreign,2001
Comedy,Drama,1975
Drama,Music,1957
Drama,Romance,1957
Music,Romance,1957
Comedy,Drama,1942
Comedy,Romance,1942
Comedy,Thriller,1942
Drama,Romance,1942
Drama,Thriller,1942
Romance,Thriller,1942
Drama,Music,1956
Adventure,Drama,1966
Adventure,Family,1966
Drama,Family,1966
Comedy,Romance,1993
Drama,Mystery,1977
Drama,History,1990
Drama,History,1954
Drama,Music,1954
History,Music,1954
Comedy,Drama,1990
Comedy,Romance,1990
Drama,Romance,1990
Adventure,Family,1959
Adventure,Fantasy,1959
Family,Fantasy,1959
Action,Drama,1991
Comedy,Drama,1983
Comedy,Romance,1983
Drama,Romance,1983
Horror,Thriller,1998
Crime,Drama,1988
Comedy,Drama,1969
Comedy,Music,1969
Comedy,Romance,1969
Drama,Music,1969
Drama,Romance,1969
Music,Romance,1969
Drama,Romance,1969
Drama,Foreign,2002
Drama,Horror,2003
Drama,Science_Fiction,2003
Drama,Thriller,2003
Horror,Science_Fiction,2003
Horror,Thriller,2003
Science_Fiction,Thriller,2003
Animation,Family,2003
Comedy,Romance,2003
Comedy,Music,2003
Comedy,Drama,1937
Comedy,Romance,1937
Drama,Romance,1937
Horror,Mystery,1976
Horror,Thriller,1976
Mystery,Thriller,1976
Drama,Romance,1945
Action,Adventure,1943
Action,Drama,1943
Action,Family,1943
Adventure,Drama,1943
Adventure,Family,1943
Drama,Family,1943
Action,Drama,1992
Comedy,Drama,2002
Action,Crime,2003
Action,Drama,2003
Action,Mystery,2003
Action,Thriller,2003
Crime,Drama,2003
Crime,Mystery,2003
Crime,Thriller,2003
Drama,Mystery,2003
Drama,Thriller,2003
Mystery,Thriller,2003
Action,Adventure,2003
Action,Science_Fiction,2003
Action,Thriller,2003
Adventure,Science_Fiction,2003
Adventure,Thriller,2003
Science_Fiction,Thriller,2003
Drama,Romance,2002
Drama,Thriller,2002
Romance,Thriller,2002
Drama,Romance,2002
Documentary,Drama,2002
Documentary,Foreign,2002
Drama,Foreign,2002
Drama,Fantasy,1990
Drama,Science_Fiction,1990
Fantasy,Science_Fiction,1990
Comedy,Drama,1973
Crime,Drama,1997
Crime,Mystery,1997
Crime,Thriller,1997
Drama,Mystery,1997
Drama,Thriller,1997
Mystery,Thriller,1997
Drama,Mystery,1950
Drama,Thriller,1950
Mystery,Thriller,1950
Crime,Thriller,1989
Drama,Romance,1987
Action,Drama,1948
Drama,Thriller,1979
Crime,Drama,2003
Crime,Thriller,2003
Drama,Thriller,2003
Action,Drama,2003
Drama,Thriller,2002
Action,Animation,2001
Action,Science_Fiction,2001
Animation,Science_Fiction,2001
Comedy,Documentary,2003
Crime,Drama,2003
Comedy,Drama,2002
Comedy,Romance,2002
Drama,Romance,2002
Crime,Drama,2002
Crime,Drama,2002
Comedy,Drama,2002
Comedy,Romance,2002
Drama,Romance,2002
Action,Comedy,2003
Action,Fantasy,2003
Comedy,Fantasy,2003
Comedy,Romance,2003
Comedy,Music,2003
Adventure,Comedy,2003
Adventure,Drama,2003
Adventure,Family,2003
Comedy,Drama,2003
Comedy,Family,2003
Drama,Family,2003
Comedy,Crime,2003
Action,Comedy,2000
Action,Crime,2000
Comedy,Crime,2000
Crime,Drama,1971
Crime,Mystery,1971
Crime,Thriller,1971
Drama,Mystery,1971
Drama,Thriller,1971
Mystery,Thriller,1971
Science_Fiction,Thriller,1971
Fantasy,Horror,1994
Fantasy,Science_Fiction,1994
Horror,Science_Fiction,1994
Drama,Science_Fiction,1966
Documentary,Music,2002
Comedy,Crime,1986
Comedy,Drama,1986
Comedy,Romance,1986
Comedy,Thriller,1986
Crime,Drama,1986
Crime,Romance,1986
Crime,Thriller,1986
Drama,Romance,1986
Drama,Thriller,1986
Romance,Thriller,1986
Comedy,Romance,1993
Comedy,Drama,1988
Action,Adventure,2001
Action,Drama,2001
Action,Family,2001
Adventure,Drama,2001
Adventure,Family,2001
Drama,Family,2001
Comedy,Romance,1990
Comedy,Crime,1993
Comedy,Drama,1986
