Index,Genre,Degree
1,Comedy,19
2,Adventure,19
3,Romance,19
4,Drama,19
5,Action,19
6,Thriller,19
7,Horror,19
8,History,19
9,Science_Fiction,19
10,TV_Movie,19
11,Animation,18
12,Fantasy,18
13,Crime,18
14,Mystery,18
15,Foreign,18
16,Music,18
17,Family,17
18,Documentary,17
19,War,16
20,Western,14
