Index,Genre,Degree
1,Drama,19
2,Romance,19
3,Horror,19
4,Comedy,19
5,Crime,19
6,Science_Fiction,18
7,Thriller,18
8,Action,18
9,Music,18
10,Adventure,18
11,Mystery,18
12,TV_Movie,18
13,Fantasy,17
14,Family,17
15,War,17
16,History,16
17,Animation,16
18,Foreign,16
19,Western,13
20,Documentary,11
